,const,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
2949,1.0,1,56,1722,0,0,1,1,1,0,0,0,0,0,0,15,147,1414,5,9,1,1,0,2,2,3,4,3,4,3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6145,1.0,0,18,14551,1,0,1,1,0,0,1,1,0,1,1,57,204,5133,7,12,2,0,0,4,4,5,3,4,3,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4976,1.0,1,24,2405,0,0,1,1,0,0,0,0,1,1,1,8,240,1419,13,16,0,0,0,3,3,4,4,2,5,5,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8157,1.0,1,56,126024,1,1,0,0,1,1,1,0,1,0,0,65,142,5894,14,15,2,0,0,2,3,3,4,2,3,3,5,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
2082,1.0,0,52,16827,0,0,1,0,0,0,1,1,1,1,1,12,200,1558,7,12,0,0,1,5,3,4,4,3,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4925,1.0,1,77,12416,0,0,1,1,0,0,0,0,1,1,0,14,240,1672,11,11,2,1,0,4,4,4,4,4,4,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
5440,1.0,1,68,75171,0,0,1,1,1,0,1,1,1,0,1,62,177,5942,5,8,1,0,0,5,4,5,4,5,4,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6538,1.0,3,83,74459,1,1,1,1,0,1,0,0,1,0,1,69,192,6003,7,14,1,0,0,3,3,4,2,3,3,2,4,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
331,1.0,0,22,69327,0,1,1,1,0,1,0,0,1,1,0,12,262,1758,13,10,2,1,0,3,3,3,5,3,2,4,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2594,1.0,1,67,31614,1,0,1,0,0,0,0,0,1,1,0,6,175,986,14,14,1,1,0,4,4,4,4,3,3,3,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
50,1.0,2,62,4662,1,0,1,1,0,0,1,1,0,1,0,3,184,1026,8,13,3,0,0,2,2,3,4,3,5,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1651,1.0,1,86,11999,1,0,0,1,0,0,1,1,0,1,0,11,172,1136,8,17,0,0,0,3,3,3,2,4,4,4,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
4835,1.0,3,19,28022,1,0,1,1,1,1,0,1,1,0,1,13,207,1705,14,14,0,1,0,4,5,4,3,5,4,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2385,1.0,2,36,38883,0,1,1,1,0,0,0,1,0,1,1,12,172,1757,14,6,2,0,0,4,5,5,3,4,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9769,1.0,0,83,14368,0,1,1,1,0,1,0,1,1,1,1,65,275,5890,8,13,2,3,0,2,2,2,5,2,4,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6437,1.0,2,55,70150,0,0,1,0,1,0,0,1,0,0,1,64,107,5880,9,18,1,0,0,3,3,3,3,4,2,4,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1848,1.0,0,78,11667,1,1,1,1,0,1,1,0,1,0,1,1,204,509,12,8,2,1,1,4,3,3,3,3,4,4,5,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
387,1.0,4,75,25742,0,1,1,1,0,1,0,0,0,0,1,3,167,556,7,16,0,0,0,2,4,3,2,6,3,2,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
9968,1.0,3,66,4846,1,0,1,0,0,0,1,1,1,1,0,56,200,5175,4,13,2,0,0,2,3,3,3,5,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
9677,1.0,6,84,43041,1,1,1,0,0,0,0,0,1,0,0,54,117,5116,15,17,4,0,1,5,4,5,5,3,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2613,1.0,0,31,31609,1,0,1,1,0,0,0,1,1,1,1,1,220,736,8,11,2,1,0,3,2,4,4,5,4,5,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9391,1.0,1,41,34754,1,0,0,1,1,0,0,1,1,1,1,66,255,6140,6,10,0,1,0,4,4,3,4,4,3,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2730,1.0,2,25,34476,1,1,1,1,0,0,0,0,1,0,0,6,137,909,13,13,0,0,0,4,4,3,5,2,3,5,6,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1189,1.0,2,77,19383,0,1,1,1,0,0,1,0,0,0,1,1,157,278,8,15,2,3,1,3,3,3,2,6,3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7066,1.0,2,88,26458,1,0,1,1,1,1,1,1,0,0,1,55,195,4834,16,14,1,0,1,5,4,4,4,5,2,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8194,1.0,5,36,24779,1,0,1,1,1,0,1,1,0,0,1,64,152,6236,0,11,1,1,0,3,4,3,6,2,5,5,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1954,1.0,3,19,37816,0,0,1,0,0,1,0,1,0,0,0,16,114,1645,9,16,1,0,0,5,4,5,3,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2833,1.0,0,83,23567,1,0,1,0,0,1,0,0,1,1,0,5,230,885,8,13,0,2,0,5,4,5,2,5,3,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6007,1.0,3,32,20447,0,1,1,0,1,0,0,0,0,0,0,64,82,5598,9,11,0,0,0,4,5,4,6,3,4,4,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2077,1.0,8,67,16944,1,0,1,1,0,0,0,1,1,1,1,11,252,1671,4,18,1,1,0,4,3,3,4,2,3,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6439,1.0,1,49,47512,0,0,1,0,0,1,0,0,1,0,0,58,139,5543,10,8,1,0,1,3,4,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5439,1.0,1,59,113028,0,0,1,0,1,1,1,0,0,0,1,52,129,5072,11,10,1,1,0,3,3,2,2,4,3,3,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8212,1.0,1,63,18438,1,0,1,1,0,0,0,0,0,0,1,57,124,5195,10,8,3,0,0,3,4,3,4,3,4,4,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1780,1.0,1,64,19832,1,0,0,1,0,1,1,1,1,1,1,10,287,1572,15,6,1,0,0,3,3,3,2,4,3,5,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3692,1.0,2,89,26175,1,0,1,0,0,0,0,1,0,1,0,7,139,1185,13,12,1,0,0,3,2,4,5,2,5,6,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3016,1.0,3,70,58836,1,0,1,0,0,1,1,0,1,1,0,6,210,1277,13,15,0,1,1,3,4,5,4,4,4,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
8217,1.0,3,48,23778,1,0,1,0,0,1,1,1,1,1,1,69,235,6856,8,13,0,0,1,5,5,4,4,4,5,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3259,1.0,3,28,4441,1,1,1,0,1,1,1,0,1,0,0,1,174,703,11,13,1,0,0,3,3,3,5,3,4,5,4,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
4698,1.0,1,22,29749,0,0,1,1,1,0,1,0,1,1,0,12,255,1802,11,13,1,0,0,6,6,5,4,5,5,4,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2189,1.0,1,43,9011,0,0,0,1,1,0,1,0,1,0,1,4,184,827,10,12,4,0,1,2,2,2,5,3,2,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2984,1.0,7,70,30207,1,0,1,0,0,0,0,0,1,1,0,15,207,1911,0,10,1,0,0,4,4,4,1,4,2,3,4,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
7588,1.0,0,86,32889,0,0,1,1,1,1,1,1,0,1,0,48,229,4346,9,10,2,0,1,6,6,4,3,3,4,5,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5378,1.0,0,58,4174,0,0,1,0,0,0,1,1,1,0,1,62,142,5811,7,15,1,2,0,5,3,6,4,2,6,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
662,1.0,0,48,70806,1,0,1,0,1,0,1,0,1,0,0,10,120,1200,15,18,0,0,0,3,3,3,3,4,4,3,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
199,1.0,6,36,52232,0,0,1,0,0,1,0,0,0,0,0,2,102,558,8,13,1,0,0,2,2,1,5,4,3,4,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2953,1.0,2,25,78059,0,0,1,0,1,1,1,1,0,1,0,9,197,1380,6,12,0,0,0,5,3,5,4,2,5,5,5,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
3624,1.0,2,76,18231,1,0,1,0,0,0,0,0,1,1,0,13,175,1541,10,11,3,0,0,3,3,3,6,2,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1367,1.0,1,57,73645,1,0,0,1,0,0,1,0,0,0,0,7,157,810,1,10,0,0,0,6,5,6,2,4,5,5,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3749,1.0,3,37,9708,1,0,1,1,1,0,0,0,1,1,1,8,222,1931,11,16,0,0,0,2,2,2,3,4,3,4,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6413,1.0,4,76,5411,1,0,1,0,0,1,0,1,1,1,0,56,210,5271,9,11,0,1,1,5,5,4,2,5,2,3,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
9595,1.0,1,46,62785,1,1,1,1,0,1,1,0,1,1,0,54,275,5206,9,12,0,0,0,4,4,4,4,2,5,5,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3633,1.0,4,46,40957,0,0,1,1,1,1,0,1,1,1,1,1,245,985,3,14,2,0,0,5,5,3,5,3,4,3,3,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
1713,1.0,0,50,29940,1,1,1,1,0,0,0,0,1,0,1,8,169,991,7,10,1,0,0,4,3,4,4,3,4,3,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
7101,1.0,0,67,50896,0,0,1,0,0,0,1,0,0,1,0,70,139,6359,13,11,4,0,1,2,3,2,2,5,3,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3410,1.0,0,18,10272,1,0,1,1,1,0,1,1,0,1,1,9,187,1710,6,11,0,0,0,5,5,4,3,4,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1858,1.0,4,66,39933,0,0,1,0,0,0,0,0,0,0,0,8,92,1275,11,16,1,1,0,4,3,5,3,4,3,3,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
9319,1.0,3,42,65893,1,0,1,0,0,0,0,1,1,1,1,51,220,4750,11,16,0,0,1,3,4,4,6,2,4,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2057,1.0,4,44,18610,1,1,1,0,1,0,0,0,1,0,1,31,107,3022,10,11,1,0,1,3,4,2,2,2,4,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
6730,1.0,0,25,33667,0,0,1,0,1,1,0,0,1,1,1,45,212,4832,3,18,0,0,0,2,2,3,4,2,4,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2633,1.0,0,30,21200,1,1,1,1,1,0,0,1,0,0,1,6,127,831,13,11,0,1,0,4,4,4,4,4,3,5,4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
2768,1.0,0,46,31249,1,0,1,1,1,1,0,0,1,1,0,18,232,2274,5,19,0,0,0,5,5,5,3,2,4,5,4,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
194,1.0,0,19,32097,1,0,1,1,0,1,0,0,0,1,1,3,202,741,13,14,1,1,0,3,3,3,2,3,1,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5154,1.0,1,33,54211,1,1,1,0,0,0,1,1,1,0,1,65,162,5760,7,13,0,1,0,2,3,2,3,3,3,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5629,1.0,0,23,8549,0,1,1,1,1,0,1,0,0,1,1,54,162,4924,7,10,0,0,0,4,2,3,3,5,3,2,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
5944,1.0,1,39,7772,0,1,1,0,1,0,0,0,1,1,1,69,177,6319,10,9,0,0,0,3,3,4,3,5,2,3,4,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
8480,1.0,4,53,49125,1,1,1,1,0,1,0,1,1,0,0,52,184,5218,16,13,2,1,0,4,4,3,4,3,3,4,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
8477,1.0,1,49,8692,1,0,1,0,0,0,1,0,1,0,1,67,117,5849,10,14,3,0,0,4,4,3,3,5,4,5,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
9253,1.0,6,21,49241,1,0,1,1,0,0,1,0,0,1,1,65,172,6484,10,14,0,1,0,4,4,3,4,4,4,2,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3960,1.0,0,68,55556,1,0,1,1,0,0,1,1,1,1,1,10,245,1859,8,12,2,0,1,4,4,3,5,3,3,3,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
2228,1.0,2,24,36024,0,0,1,0,0,1,1,0,1,0,1,9,139,1297,8,13,1,0,1,3,2,3,5,2,2,4,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
6671,1.0,5,57,38957,1,0,1,0,1,1,1,0,1,1,0,46,212,4625,11,10,1,0,0,4,5,4,3,3,4,3,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
9140,1.0,4,64,33985,1,1,1,1,0,0,1,1,1,1,1,64,265,5999,17,15,1,1,0,4,4,5,4,5,4,4,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
3535,1.0,1,38,79280,0,0,1,0,0,1,0,1,1,0,0,5,172,842,13,15,1,1,0,4,4,2,3,3,4,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9590,1.0,1,56,10408,0,1,1,1,0,1,1,0,1,0,0,58,204,5296,13,15,3,0,0,4,4,4,2,3,5,4,5,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
5606,1.0,0,21,39441,0,1,1,1,1,1,0,1,1,1,1,57,257,5899,6,15,2,1,0,3,2,3,4,3,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1120,1.0,8,31,5208,0,1,1,0,1,1,1,0,1,0,1,10,142,1696,5,15,2,0,0,5,6,6,4,4,5,3,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
7776,1.0,4,32,19360,0,0,1,0,1,0,1,0,1,1,0,42,202,4710,9,16,2,0,0,4,4,3,4,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7974,1.0,0,59,63841,0,0,1,1,0,1,0,0,1,0,1,46,192,4200,11,9,1,1,0,3,3,4,4,3,4,4,3,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
9923,1.0,4,38,20753,1,0,1,0,0,0,0,1,1,0,0,58,129,5582,13,10,4,0,0,4,3,4,2,4,4,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
6316,1.0,1,41,59737,1,1,1,0,0,1,1,1,0,1,1,44,174,4553,11,14,1,1,0,4,4,4,3,2,4,4,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
9355,1.0,2,78,3899,1,0,1,1,0,0,1,0,0,1,1,62,159,5452,5,15,0,0,0,2,3,3,4,4,3,4,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2910,1.0,1,64,36384,0,1,1,1,1,1,1,1,0,0,0,5,195,768,8,13,2,0,1,3,2,4,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
444,1.0,1,73,16368,0,1,1,0,1,1,0,0,0,0,0,17,104,1518,10,14,0,0,0,5,5,5,4,2,5,5,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5853,1.0,10,21,97769,1,0,1,0,0,1,0,1,0,1,0,60,149,5617,5,16,1,0,0,4,3,4,3,5,2,2,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2638,1.0,0,88,35311,0,0,1,0,1,1,0,1,0,1,0,1,184,428,11,11,2,1,0,3,2,5,3,5,5,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4672,1.0,1,36,40437,0,1,1,1,0,1,0,0,0,0,0,10,167,1190,9,12,2,1,0,3,2,4,3,3,3,2,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
418,1.0,4,74,57900,1,0,1,1,1,0,1,1,0,1,0,4,207,922,9,12,2,0,0,4,3,3,4,2,3,4,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2452,1.0,1,76,21542,0,0,1,0,0,1,0,0,1,0,0,4,139,1046,6,11,1,1,0,3,2,2,4,2,2,4,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
9082,1.0,3,20,43073,1,0,1,0,1,0,1,0,1,0,1,61,120,5610,7,12,2,0,0,3,4,4,2,6,3,4,5,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
4676,1.0,6,50,8148,0,1,1,1,1,1,1,1,1,1,1,7,270,2022,8,12,0,1,0,4,4,3,4,4,3,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
67,1.0,1,78,22365,0,0,1,0,0,0,0,0,1,1,0,10,207,1323,10,19,1,0,0,4,4,3,6,2,5,7,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
9762,1.0,3,67,40287,1,0,0,0,1,1,0,0,0,0,0,71,117,6460,8,18,1,0,0,4,4,3,5,2,5,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2438,1.0,2,80,44078,1,1,1,0,0,0,1,0,0,1,0,5,139,1077,8,11,1,0,0,1,2,2,3,5,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1186,1.0,2,35,101771,0,0,1,0,0,0,0,0,0,1,1,5,127,1160,9,12,1,1,0,4,5,4,4,5,6,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7982,1.0,3,37,58783,1,1,1,0,1,0,0,0,1,0,1,60,119,5789,9,12,2,1,0,4,5,4,3,4,4,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
6874,1.0,3,35,11581,0,0,1,1,0,0,0,1,1,0,1,59,182,5346,8,12,1,1,0,5,3,3,4,2,5,5,5,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
4104,1.0,1,32,27492,1,0,1,0,0,0,1,0,0,1,1,15,159,1654,10,12,2,1,0,4,4,4,2,5,3,3,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7935,1.0,1,80,35866,0,0,1,1,0,1,0,1,1,1,0,59,255,5885,11,15,2,1,0,4,3,2,3,3,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3022,1.0,0,18,104539,1,1,1,0,0,0,1,0,0,0,1,13,104,1738,11,13,2,3,0,6,5,4,5,5,4,6,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
7700,1.0,8,44,63843,0,0,1,0,0,1,1,0,1,0,1,67,139,6207,10,18,1,0,1,2,2,3,5,2,5,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
8407,1.0,2,38,57108,1,0,1,0,0,1,1,1,0,1,0,54,162,5015,11,12,0,1,0,2,3,4,3,4,2,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5320,1.0,3,71,70135,0,0,0,0,1,0,0,1,1,0,1,60,132,5645,11,11,1,0,0,4,3,3,5,3,3,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3120,1.0,3,45,160589,0,0,1,0,1,0,0,0,0,1,1,6,129,1301,5,14,1,1,0,3,3,3,3,5,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3922,1.0,0,53,26092,1,0,1,0,0,1,1,0,0,0,1,8,114,979,13,11,1,0,0,3,4,2,2,5,2,2,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3096,1.0,1,62,50382,1,0,1,0,0,0,1,1,0,0,1,11,105,1002,11,11,0,1,0,3,3,3,5,2,4,3,4,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
4998,1.0,2,75,20940,1,0,1,1,0,1,1,0,0,0,1,6,159,1170,4,12,0,1,0,3,3,2,3,3,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9551,1.0,6,66,7266,1,0,1,0,1,0,1,1,1,0,0,66,164,5977,12,19,1,1,0,4,3,4,4,1,5,5,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
8163,1.0,9,86,55361,0,0,1,0,1,0,0,0,1,1,1,57,210,5440,7,13,0,1,0,3,4,3,5,4,3,3,3,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
7270,1.0,10,59,89172,1,0,1,1,1,1,0,0,0,0,0,57,149,5652,8,12,1,0,0,3,3,3,5,5,2,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9011,1.0,7,27,20750,1,0,1,0,0,0,0,1,1,1,1,46,220,4583,8,15,1,1,0,5,4,4,3,3,2,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
9325,1.0,1,60,43230,0,0,1,0,1,0,0,1,1,0,0,49,152,4337,7,15,2,0,0,4,4,5,3,5,4,4,4,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
506,1.0,1,31,50643,0,0,1,0,0,1,0,0,1,0,1,18,139,2329,9,10,1,2,0,4,3,4,3,4,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6927,1.0,0,27,23589,0,0,1,1,0,1,0,0,0,1,1,68,182,6469,10,13,2,0,0,5,4,4,5,1,5,5,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1452,1.0,3,77,75066,1,0,1,0,1,0,1,0,1,0,1,6,120,942,11,16,0,0,0,1,1,1,4,2,3,3,3,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
4493,1.0,4,61,48521,0,0,1,0,1,0,0,0,1,1,1,15,177,1904,9,9,0,1,0,3,2,2,4,4,3,5,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
1635,1.0,1,42,27380,1,0,1,0,0,0,1,1,1,1,1,25,200,2692,12,12,2,1,0,2,3,2,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1358,1.0,2,71,62781,0,1,1,1,1,0,1,0,0,1,0,7,174,1516,11,11,0,0,0,2,1,1,4,4,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4197,1.0,0,45,26053,1,1,1,1,0,0,1,1,0,1,0,14,204,1570,11,17,1,1,0,5,6,5,4,4,5,5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4966,1.0,1,28,70500,1,0,1,1,1,1,0,0,0,1,1,19,184,2580,13,15,0,0,1,5,5,5,4,3,4,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4820,1.0,2,58,2335,0,0,1,1,0,0,1,1,1,0,1,29,194,2823,6,11,0,0,0,3,3,4,4,2,4,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1704,1.0,0,50,14053,1,0,1,1,1,1,1,1,1,0,1,10,199,1806,14,14,0,0,1,4,3,3,4,3,5,5,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
144,1.0,10,76,35954,0,0,1,0,0,1,0,0,0,1,1,3,137,819,13,14,1,0,0,4,4,3,3,2,3,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1266,1.0,3,63,18895,1,1,1,0,0,0,1,0,0,1,0,7,127,875,9,12,2,0,0,3,3,4,3,3,3,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8235,1.0,1,51,111442,0,0,1,0,0,0,1,0,1,0,1,47,149,4233,10,11,0,0,0,3,4,2,4,2,4,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7008,1.0,0,23,18533,0,1,1,0,0,0,0,0,1,1,0,71,187,6818,6,10,0,0,0,2,2,2,3,4,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1566,1.0,1,75,49518,1,1,1,1,1,0,0,0,0,0,0,11,127,1526,9,15,2,1,0,5,5,4,3,4,3,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8272,1.0,3,74,19659,0,0,1,0,0,1,1,1,1,0,1,55,152,4907,6,14,0,1,0,3,3,4,4,2,4,6,4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
627,1.0,4,35,25934,1,1,1,0,1,0,1,0,0,1,1,15,130,1829,6,11,2,0,0,1,2,3,3,4,3,2,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
9196,1.0,3,70,13233,1,0,1,1,0,0,0,1,1,1,1,61,232,6002,10,13,0,0,0,3,5,4,3,3,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4735,1.0,4,52,38163,0,1,1,1,1,0,1,1,0,1,0,17,175,1988,10,8,1,1,1,4,5,4,4,3,4,3,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
4264,1.0,2,19,39526,1,0,1,0,0,1,1,1,0,0,0,10,127,1277,10,11,1,0,0,3,3,4,2,6,3,3,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
3064,1.0,1,20,97694,0,0,1,1,0,0,0,0,0,0,0,11,112,1247,10,16,2,0,0,3,3,4,4,3,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1693,1.0,4,50,12802,0,0,1,1,1,0,1,0,0,0,0,7,140,1365,7,10,1,0,0,3,3,3,1,4,2,4,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
7913,1.0,2,32,38806,1,0,1,0,1,1,1,1,0,0,0,51,162,4668,7,14,0,1,0,3,2,3,3,4,2,3,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
8474,1.0,0,76,43216,1,0,1,1,1,1,1,1,0,0,0,61,195,5351,2,16,1,0,0,4,2,3,4,4,3,4,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
404,1.0,0,70,28840,1,0,1,0,1,0,0,1,0,1,1,2,142,778,7,14,0,0,1,3,3,4,4,4,3,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9091,1.0,1,27,66840,0,0,1,1,1,1,1,0,1,0,1,62,187,6183,11,11,0,0,0,4,5,4,2,4,4,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
4984,1.0,3,71,12377,0,0,1,1,1,0,0,0,0,0,0,9,127,1424,6,13,0,0,1,4,4,4,3,4,3,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1226,1.0,4,47,45642,0,0,1,1,0,1,0,1,1,0,1,6,184,1468,10,8,0,0,1,3,2,2,3,3,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
