,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,churn,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
2829,2,50,59780.22,True,False,True,True,False,False,False,True,False,True,True,2.185047,159.9805,472.1439723,14.413,12,0,0,False,1,2,2,3,3,2,3,3,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2830,3,42,47463.53,False,True,True,False,True,False,True,True,True,True,False,4.612442,235.1591,1114.048401,10.17097,12,1,0,False,4,3,3,5,3,3,4,4,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2831,0,85,49295.81,False,False,True,False,False,False,False,True,True,False,True,10.75614,117.472,962.301603,11.05648,14,1,1,True,5,4,4,4,3,4,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2832,4,49,146951.6,False,True,True,False,False,True,False,True,True,False,False,14.37481,172.4441,1593.966861,7.831413,13,1,0,False,4,4,3,3,4,3,3,3,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2833,0,83,23567.27,True,False,True,False,False,True,False,False,True,True,False,5.447689,230.1051,885.0263451,8.758616,13,0,2,False,5,4,5,2,5,3,3,3,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2834,2,87,32526.64,True,True,True,True,True,False,True,False,True,False,True,12.29962,184.9853,1418.813901,2.463144,14,1,1,False,3,3,1,5,2,4,4,3,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
2835,4,65,9612.82,True,False,True,False,False,False,True,False,False,False,True,12.57563,124.9781,1185.107111,9.329583,7,0,0,False,3,4,3,6,2,5,7,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2836,4,76,15164.29,False,False,False,False,True,True,False,True,False,True,True,7.606099,152.4884,1072.186545,6.029026,14,0,1,False,2,1,3,4,3,2,3,3,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True
2837,3,56,25315.36,False,False,True,False,True,False,False,True,True,True,False,6.79324,190.1599,1161.691491,9.909339,15,1,0,False,4,4,4,4,3,4,4,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2838,2,60,56186.38,False,True,True,False,False,True,True,True,True,False,True,4.753084,164.967,1206.589518,10.17293,11,4,0,False,3,3,2,6,4,2,3,3,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
2839,1,45,48327.1,True,False,True,True,False,False,True,True,True,False,True,21.0878,174.9768,2588.430434,9.570126,8,1,0,False,3,2,5,4,3,4,4,4,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
2840,0,18,38793.75,True,False,True,False,True,True,False,False,True,True,True,15.33274,232.6228,1983.300598,11.31573,8,1,0,False,3,4,3,4,4,5,3,4,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
2841,2,32,58157.76,False,False,True,True,False,False,False,False,True,False,True,11.47008,169.9447,1323.764927,12.76234,13,1,1,False,4,3,3,4,2,3,5,4,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
2842,0,23,23706.3,True,False,True,False,False,False,False,False,False,False,True,3.631024,112.4551,463.9097938,7.834846,15,0,0,True,2,1,2,6,2,4,3,5,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
2843,3,55,30493.16,False,False,False,False,False,False,False,True,True,True,True,27.0293,220.1185,2794.920011,11.09531,13,2,0,False,3,2,3,4,2,4,5,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2844,2,20,37555.8,False,False,True,True,False,False,False,False,True,True,False,13.21554,220.1149,2181.086069,5.561109,11,3,0,True,4,3,4,3,5,4,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2845,0,67,24322.78,True,True,True,False,False,False,True,True,False,True,True,15.97096,152.4742,1993.401196,15.02079,8,3,0,False,5,5,4,4,2,5,5,4,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2846,3,61,68284.56,True,False,True,True,False,False,False,True,False,False,False,8.0239,157.4698,867.8924387,6.101071,10,0,0,False,4,4,4,3,3,5,4,4,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
2847,3,76,54067.41,True,True,True,False,True,True,False,True,True,True,False,5.448172,225.132,1540.445045,10.43971,15,1,0,False,3,3,4,4,3,3,4,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2848,3,84,37185.6,False,False,True,False,True,False,True,True,True,False,False,8.306218,164.9889,1064.595704,12.98257,9,1,0,False,3,3,3,4,3,3,2,4,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
2849,1,24,56243.26,False,True,True,True,False,False,False,False,True,True,False,3.600682,207.6386,935.8715835,9.983208,16,2,0,False,2,2,2,2,5,1,2,2,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
2850,2,55,22066.61,False,False,True,True,True,False,False,True,True,True,True,4.459993,222.6654,1014.955092,6.458755,14,2,0,False,4,5,4,4,1,6,4,5,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
2851,2,66,145163.1,True,True,True,True,False,True,True,False,False,False,True,11.40421,159.9794,1603.711289,8.044454,5,1,1,False,3,3,2,2,4,4,4,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2852,4,25,27102.45,False,True,True,True,False,True,False,False,False,True,True,12.86853,169.9671,1580.727843,11.61411,15,0,1,False,3,3,2,4,4,3,3,3,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2853,1,37,27803.88,False,False,True,True,False,True,False,True,True,False,True,9.546909,204.9496,1264.373724,11.33707,6,1,0,False,4,4,5,4,4,5,4,4,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False
2854,3,65,34421.07,False,True,True,True,True,True,False,True,True,True,True,4.424083,245.1612,1151.054935,9.974199,16,3,0,False,5,5,5,3,3,5,5,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2855,3,73,43334.45,True,True,True,True,False,False,False,False,True,False,False,1.462471,169.9447,447.1773574,7.681019,12,1,0,False,4,5,6,3,4,5,2,4,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2856,3,79,27777.59,True,False,False,True,False,True,True,False,False,True,True,9.952476,182.49,1301.393401,6.327621,10,0,0,False,4,5,5,4,2,4,5,5,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
2857,0,34,19366.57,True,True,True,False,True,True,False,False,True,True,False,1.133367,212.6228,1227.924743,14.11844,11,0,0,False,4,4,4,5,2,4,5,4,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
2858,7,45,56067.63,True,False,False,True,False,False,True,False,False,False,False,14.40435,137.4836,2060.606368,10.12377,12,1,0,False,4,3,3,4,3,5,4,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2859,1,34,29044.8,True,True,True,True,False,False,True,True,False,True,False,4.300397,204.9797,752.2906635,9.651896,14,0,0,False,3,4,4,3,3,5,4,2,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2860,3,39,105033.0,False,False,True,True,False,True,False,False,True,True,True,8.36006,262.6106,1432.224687,7.798421,12,0,0,False,1,2,1,4,2,3,3,4,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
2861,4,36,116453.0,True,False,True,False,True,False,False,False,False,True,False,9.693608,129.9598,1607.273001,10.45427,12,0,1,True,5,5,5,4,2,6,4,5,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
2862,7,21,63171.36,False,False,True,True,False,False,False,True,True,False,True,8.24734,162.4538,1667.506374,12.77256,9,1,0,False,3,4,3,3,3,3,4,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2863,4,49,52931.37,True,False,True,False,True,True,False,False,False,True,True,10.8754,152.4555,1837.760704,11.35043,7,1,0,False,3,3,4,4,3,4,5,5,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2864,3,86,35615.92,True,False,True,True,False,True,True,True,False,False,True,6.067975,192.4885,722.5123131,8.270725,14,1,1,False,4,4,3,3,3,4,2,6,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2865,0,55,13002.99,False,False,True,False,True,False,False,False,True,False,False,5.602813,139.9568,756.3419475,11.39269,8,1,0,False,4,4,3,3,4,2,4,5,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
2866,2,64,17542.52,True,False,True,True,False,True,True,True,False,True,False,9.938487,194.9992,1240.679237,6.726676,9,0,0,False,5,4,4,5,3,5,5,3,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
2867,1,76,71560.17,False,False,True,False,False,False,False,True,False,True,False,13.96391,139.9512,1745.07852,8.989551,12,2,0,False,4,3,3,2,5,3,3,3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2868,1,84,10457.56,True,False,True,False,False,True,False,True,True,True,True,9.841833,210.138,1276.902314,9.818493,8,1,0,False,4,4,4,4,4,4,3,2,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2869,1,18,47106.04,False,False,True,False,True,False,True,False,False,False,True,5.129029,95.01949,794.1801028,12.54048,16,0,0,True,5,5,5,2,5,2,3,3,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False
2870,4,34,6402.95,True,False,True,True,False,False,False,False,True,False,True,3.612294,149.9447,1195.475034,7.580234,13,1,1,False,4,4,3,4,4,4,4,4,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
2871,3,30,45142.5,False,False,True,False,False,True,False,False,True,False,True,9.430096,159.9349,1215.994181,13.1997,14,2,0,False,3,3,3,2,5,2,2,3,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2872,4,39,38759.29,False,True,True,True,False,False,False,True,False,True,True,6.699323,192.4567,939.6683701,4.527242,15,1,1,False,4,4,4,4,2,3,2,3,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
2873,7,62,41195.08,False,False,True,False,False,False,True,False,False,True,False,6.895966,127.4887,1063.884067,14.83341,15,3,0,False,4,3,3,3,3,3,4,3,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
2874,1,43,45989.68,True,False,False,True,False,True,True,False,True,True,True,16.56847,255.1336,2528.759994,12.09619,13,0,1,False,3,2,5,5,2,2,4,3,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2875,0,55,62894.22,True,False,True,False,False,False,False,False,False,False,True,16.71459,92.45514,1844.526573,6.601125,11,1,0,True,3,4,3,4,2,5,4,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2876,8,36,56815.09,False,False,True,True,False,False,False,False,False,True,True,16.48485,179.9476,1952.410832,13.01529,10,3,1,False,2,3,2,3,3,3,3,3,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2877,4,21,66357.52,True,False,True,True,False,True,False,False,False,False,True,2.458795,147.4564,1076.991137,16.09553,13,0,0,True,4,5,4,4,3,4,5,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
2878,0,77,89957.16,False,True,True,True,False,False,False,False,True,False,True,6.6307,169.9447,765.1823242,10.32418,12,0,0,False,4,3,3,5,4,4,5,3,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
2879,8,52,20069.27,True,False,True,True,False,False,False,True,True,False,True,11.52687,149.9776,1498.93018,7.070888,16,0,1,False,4,5,4,4,3,3,4,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2880,4,27,9856.89,False,True,True,True,False,False,True,False,False,False,True,2.984004,137.4836,1091.509603,10.80585,8,2,0,True,1,1,2,2,3,1,2,1,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
2881,4,41,14834.59,True,False,True,False,True,True,True,True,True,True,False,4.646695,237.6549,1658.402714,8.868239,8,1,1,False,3,3,2,4,3,4,2,6,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2882,1,55,13210.96,True,False,False,False,False,False,True,True,False,False,True,22.24529,137.4872,2004.460047,8.733741,11,1,0,False,4,4,3,6,3,4,3,3,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True
2883,4,70,18608.64,False,True,True,False,True,False,True,True,False,False,True,14.89363,107.5286,1520.458929,7.364011,8,1,0,False,4,5,5,2,4,3,4,3,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
2884,3,25,107174.6,True,True,True,False,True,True,False,False,False,False,False,6.140643,137.4686,924.5326675,13.28585,12,2,0,False,3,3,2,4,4,3,2,3,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
2885,1,40,11923.86,True,False,True,False,False,False,True,True,False,False,True,19.6274,137.4872,1756.84915,6.889062,16,1,1,False,3,2,4,2,4,3,4,4,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2886,1,41,12005.02,True,False,True,False,False,False,True,False,False,True,True,13.49323,127.4887,1406.307337,7.580987,13,0,0,False,3,3,4,5,4,4,4,5,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2887,2,32,31540.93,True,False,True,False,False,False,False,False,False,True,False,12.69289,114.9658,1398.161322,9.653612,5,0,0,True,4,4,6,4,4,5,4,4,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2888,2,27,60364.04,False,False,True,False,True,False,False,True,True,True,False,18.58829,222.6362,2192.448535,10.82253,11,2,1,False,5,5,4,4,3,5,4,4,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
2889,2,72,5092.67,False,False,True,False,False,False,True,False,True,True,True,14.34935,187.656,1750.253059,8.059068,11,0,1,False,2,3,1,4,3,3,2,3,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
2890,0,83,14973.52,False,False,True,True,False,False,True,True,True,False,True,7.881289,174.9768,1303.89059,8.226403,10,1,0,False,4,3,3,4,4,4,4,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2891,1,61,9327.52,True,False,True,True,True,False,False,True,True,True,False,4.63962,235.1417,1439.765003,9.904595,14,2,0,False,4,3,4,4,4,3,4,5,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2892,2,33,33504.33,True,False,True,False,True,True,False,True,False,True,False,10.76391,184.9647,1410.343155,10.36695,16,2,0,False,4,4,3,4,4,3,5,2,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
2893,1,82,44312.5,False,False,True,False,False,False,False,False,False,True,False,12.47148,147.4421,1103.016586,11.00923,12,0,0,False,5,4,5,4,4,4,4,4,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
2894,4,42,29125.59,False,True,True,False,True,True,True,False,True,False,True,8.387102,174.9755,1282.323667,13.03944,9,1,0,False,3,3,3,2,4,3,3,5,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
2895,0,49,34797.6,True,False,True,True,False,True,True,False,False,True,False,12.89076,214.9663,1548.154792,11.76312,9,1,1,False,4,3,3,3,5,3,1,3,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
2896,1,33,29268.79,True,True,False,True,False,True,False,False,False,False,False,6.726078,147.4564,1212.659466,6.146076,12,2,1,True,3,3,3,5,3,3,3,4,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2897,1,21,14468.95,False,True,True,False,True,False,True,False,False,False,True,14.72164,95.01949,1488.056133,9.92622,11,1,0,False,4,4,4,3,3,5,3,5,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2898,5,48,54794.23,False,False,True,True,False,True,True,True,False,True,True,6.915354,227.4754,1137.782472,2.747035,13,0,1,False,3,4,3,3,4,4,3,4,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2899,3,82,45288.02,True,True,True,True,False,True,False,False,False,True,True,12.23126,169.9671,1393.130581,12.2307,9,0,2,True,3,3,3,3,4,3,3,4,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False
2900,2,72,22137.33,False,False,True,False,True,False,True,False,True,False,True,11.26136,152.4798,1263.915496,6.018375,16,0,0,False,3,4,4,3,4,3,5,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2901,0,18,32713.07,True,False,True,True,False,False,True,False,True,True,True,9.448434,252.6378,1489.056859,12.54931,13,0,0,False,3,3,4,6,4,4,1,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2902,4,38,29090.38,False,False,True,False,False,True,True,False,False,True,True,21.25517,182.4608,2320.769374,12.76686,10,1,0,False,3,3,3,3,4,4,3,4,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2903,4,65,13925.38,False,False,True,True,True,True,True,True,True,False,True,7.467093,219.9902,1254.859385,11.32795,11,0,0,True,4,4,4,2,4,3,4,3,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
2904,3,32,30454.69,False,False,True,False,True,False,False,True,False,False,False,5.669803,107.482,1104.543998,6.407701,13,2,0,True,4,4,5,4,1,5,4,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2905,3,46,17549.51,False,False,False,False,False,True,True,False,True,False,False,13.09678,139.9816,1596.175795,6.838437,10,1,1,False,2,2,2,4,3,1,2,3,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
2906,2,51,2439.79,True,False,True,False,False,False,False,True,True,False,True,6.224413,149.9483,764.0244287,5.754038,5,2,0,False,4,3,4,3,3,3,3,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
2907,4,70,38731.74,False,True,True,False,False,True,False,False,True,False,True,16.25655,127.4586,1722.032536,12.99932,9,0,0,False,2,3,2,3,3,2,2,3,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
2908,3,45,19739.42,True,True,True,False,False,False,False,True,True,True,False,10.74959,220.1185,1493.782205,9.995799,12,1,0,False,3,4,5,4,4,3,4,4,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
2909,1,22,17241.1,False,True,True,True,False,True,True,True,True,False,True,16.42222,217.4725,1962.047024,9.959938,13,2,1,False,3,3,4,3,5,2,3,1,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
2910,1,64,36384.55,False,True,True,True,True,True,True,True,False,False,False,5.585075,195.0062,768.7084381,8.967992,13,2,0,True,3,2,4,4,3,3,4,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2911,5,54,8168.76,False,False,True,False,False,True,False,False,True,False,False,3.583025,159.9349,719.7798137,6.991807,15,1,0,False,3,3,3,5,2,4,2,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2912,1,89,122915.6,True,False,True,False,False,True,False,False,True,True,True,10.48284,230.1051,1308.7086,8.472212,13,0,0,True,3,3,2,5,4,4,6,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2913,3,73,79117.6,False,False,True,False,False,False,False,False,False,False,False,2.457741,92.45514,709.6900125,11.14249,15,1,0,False,5,4,5,4,4,4,4,4,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2914,0,29,36415.41,True,False,True,False,True,True,False,True,False,True,True,5.006746,164.9647,1221.36675,5.620259,13,0,0,False,4,4,3,4,5,3,5,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2915,0,20,6528.33,False,False,True,True,True,True,True,True,True,False,True,17.53363,199.9902,2517.584249,5.902462,17,1,0,False,4,4,2,3,4,3,4,3,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2916,0,67,47375.49,True,False,True,True,True,True,True,False,True,True,False,11.9781,245.175,1704.872057,11.62995,12,2,1,False,2,3,3,3,4,3,3,4,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
2917,1,44,26040.67,True,False,True,False,True,False,True,False,False,False,True,21.06329,127.4958,1932.26875,12.19992,9,1,0,False,2,2,3,3,4,3,5,5,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2918,0,24,29604.72,False,False,True,True,False,False,False,True,True,False,False,9.453234,182.4538,1174.54568,10.56558,12,1,2,False,6,6,5,5,4,5,4,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2919,1,88,29321.73,True,False,True,False,False,True,True,True,False,True,False,3.109148,194.9699,581.9611419,9.702895,11,1,2,False,3,4,4,2,4,3,4,4,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
2920,9,80,6548.73,True,False,True,True,False,True,False,False,False,False,False,16.93921,167.4564,1810.474782,8.870546,13,3,1,True,3,4,3,4,2,3,4,3,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
2921,4,44,13029.09,False,False,False,True,True,True,False,False,True,False,False,10.16511,174.9581,1821.752133,4.575379,9,1,0,False,2,3,3,3,5,3,2,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
2922,3,18,9443.65,False,False,False,False,False,True,False,True,False,False,False,2.598272,127.4601,917.5571323,12.964,8,0,0,False,4,4,4,2,4,3,4,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2923,0,30,39940.05,False,False,True,True,False,True,False,False,False,False,True,1.717806,147.4564,863.6296514,10.06356,10,1,1,False,4,3,4,3,5,3,2,4,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2924,1,78,34293.99,True,False,True,False,True,True,True,True,False,True,True,2.224742,177.4876,948.6927365,8.327232,15,1,0,False,4,5,4,3,3,3,3,4,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
2925,8,60,20537.04,True,False,True,True,False,False,True,True,False,True,True,10.7668,204.9797,1412.381474,10.19137,12,1,1,True,4,4,4,5,3,3,3,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2926,0,56,98436.93,False,False,True,True,True,True,True,True,True,False,True,4.847252,219.9902,946.5642973,11.2239,8,1,0,True,1,2,3,3,2,4,2,3,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2927,4,31,34512.65,False,False,False,True,False,False,False,False,False,False,True,11.16076,124.9607,1663.235204,20.30462,19,1,1,False,4,4,4,4,3,3,2,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2928,1,77,23241.01,True,False,False,True,False,True,True,False,False,True,False,1.200249,194.9663,860.4509841,12.80332,9,0,1,False,2,2,2,3,4,2,3,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2929,2,30,28600.78,True,False,True,True,False,True,True,False,True,False,True,21.53238,204.9634,2380.995294,11.67122,12,2,0,False,3,2,3,5,4,5,3,5,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2930,2,73,65905.54,True,False,True,False,True,True,True,False,False,True,True,5.656086,152.5022,859.2099751,12.21062,14,0,0,True,3,3,3,5,4,4,3,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2931,3,49,24271.95,True,True,True,True,True,False,False,True,False,True,False,8.840599,194.9744,1209.038145,7.262788,14,0,1,True,3,4,2,4,4,3,3,5,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
2932,4,63,10192.04,False,False,True,True,False,False,True,False,False,False,False,22.38582,157.4836,2149.727449,8.601513,20,2,0,False,4,5,4,3,3,3,3,2,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2933,3,74,6932.32,True,False,True,True,False,False,True,True,True,True,False,9.417302,245.147,1860.127661,8.665467,15,1,0,False,3,3,3,3,4,2,4,2,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
2934,4,39,23502.47,True,True,True,False,True,False,False,False,False,True,True,4.278907,117.4835,822.5599233,10.65341,11,0,1,False,2,2,1,3,4,2,2,2,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
2935,2,83,33172.33,False,False,True,False,True,True,True,False,True,False,False,4.799511,174.9755,792.3707277,12.47288,13,3,0,False,3,4,4,4,2,4,4,2,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2936,1,42,16447.16,True,False,True,False,False,False,True,False,True,False,True,32.97693,149.9621,3035.613983,8.521897,13,1,0,True,3,3,4,6,2,4,4,4,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2937,0,85,41899.29,True,False,True,False,False,False,True,True,True,True,True,12.05316,212.6415,1875.734695,9.283462,7,0,0,False,3,3,3,3,4,3,4,3,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2938,1,39,43859.06,False,True,True,False,False,False,True,False,False,True,True,3.294082,159.965,577.1681107,10.99491,9,1,3,False,2,3,3,4,5,3,2,3,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
2939,3,27,9791.48,False,True,True,False,True,False,False,False,False,False,False,7.129721,114.9728,905.0282527,11.15522,15,2,0,False,4,4,4,2,5,4,4,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2940,4,29,13656.87,False,False,True,True,False,False,True,False,False,True,False,15.23335,192.4705,1752.536989,6.471399,13,1,0,False,4,5,5,2,4,5,4,4,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
2941,1,35,33138.54,True,False,True,True,False,True,False,True,False,False,True,4.273105,147.4893,678.2257258,7.197275,10,0,0,False,4,4,4,2,4,2,2,4,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
2942,1,35,23661.52,True,True,True,False,False,True,True,False,False,True,True,13.19046,162.4608,1908.654798,11.34425,16,1,0,False,4,4,4,3,4,4,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2943,1,32,91022.36,False,True,True,False,False,True,True,True,False,False,False,10.91353,159.983,1163.07255,15.16412,8,0,0,False,3,3,3,4,3,3,4,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2944,1,70,17670.66,False,True,True,False,False,True,False,True,True,True,True,10.3362,222.6143,1776.804483,6.969893,9,3,0,False,4,4,4,3,4,4,3,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2945,3,76,34492.59,False,False,True,True,False,False,True,True,False,True,True,12.24574,184.9797,1822.961538,6.850694,12,0,0,False,4,3,4,3,4,4,3,4,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
2946,3,32,12530.16,False,True,True,False,False,True,False,False,False,True,False,13.62126,169.9378,1599.005155,4.585813,12,0,2,False,4,5,5,5,4,5,4,2,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
2947,1,58,55438.14,False,False,True,False,False,False,True,True,False,True,True,12.73029,152.4742,1705.874036,11.02008,10,1,1,False,4,3,4,3,3,3,4,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2948,1,34,27450.8,True,False,True,False,True,True,True,False,True,True,False,8.681614,245.1457,1501.794265,9.403453,13,2,0,False,4,4,3,2,5,2,2,3,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2949,1,56,1722.01,False,False,True,True,True,False,False,False,False,False,False,15.38202,147.4783,1414.219141,5.672009,9,1,1,False,2,2,3,4,3,4,3,3,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
2950,0,72,55046.63,True,False,False,False,False,True,False,True,False,True,False,7.513611,149.9707,797.0949032,11.41187,9,1,0,False,2,2,2,4,2,3,4,4,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
2951,3,59,10121.11,True,False,True,False,False,True,False,True,True,True,True,11.05993,242.6143,1567.299499,10.67622,12,1,1,False,2,2,3,3,5,3,4,2,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False
