Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,const
4900,0,48,27065.58,9.166549,8,1,0,False,False,False,True,False,False,False,False,False,True,True,False,48.61807,207.6094,4443.076355,3,4,3,3,4,3,4,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1
336,1,47,50395.77,11.41706,8,0,0,False,True,False,True,False,False,False,False,False,False,False,False,70.16029,92.45514,6280.766215,4,3,2,5,3,3,3,4,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4719,1,34,27766.98,6.35624,14,0,1,True,True,False,True,False,True,True,False,True,False,True,False,7.948145,164.9647,1559.056164,4,3,3,5,2,4,3,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
711,10,69,29758.35,15.98941,14,0,0,True,False,False,True,False,False,True,False,True,False,False,False,69.50693,114.9838,6034.69613,4,4,3,2,4,6,5,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
3883,1,57,43317.31,7.07799,15,0,0,False,True,False,True,True,False,True,True,True,True,True,True,70.20568,255.1665,6468.605224,4,5,3,4,2,5,5,2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
5161,0,77,81600.16,10.93666,10,1,0,False,False,True,True,False,True,False,True,False,True,True,False,42.31348,202.65,4405.254802,4,4,3,3,3,4,3,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
2579,4,44,34597.28,13.76209,11,0,1,False,False,False,True,True,False,False,False,False,True,False,False,6.971251,149.9447,1390.860478,3,3,3,4,3,1,3,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
1796,4,20,146719.5,11.30121,16,0,0,True,False,False,True,True,False,True,False,True,True,True,False,64.11559,255.1198,6511.608523,5,5,4,3,4,4,4,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
468,3,74,26034.88,7.782504,10,0,1,False,True,False,True,False,False,True,False,False,False,True,True,54.58835,169.9378,4735.770641,3,2,5,3,3,4,3,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
785,1,70,16469.29,12.73263489,10,0,1,False,True,False,True,True,False,True,True,False,True,True,False,16.4659765,242.657291,2065.398671,4,3,3,3,5,4,4,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
13970,1,75,9267.97,13.55747919,8,0,0,False,True,False,False,True,False,False,True,False,True,True,False,12.17994263,232.637807,1970.26742,4,4,4,4,2,4,4,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
9572,2,34,30483.16,5.963307,14,0,0,False,False,True,True,True,False,False,False,False,False,True,True,45.15306,179.9476,4037.157006,5,5,4,4,5,4,5,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,1
2350,2,81,47545.74,13.85495,7,2,0,False,False,False,True,False,False,True,True,True,True,False,False,43.84471,152.4907,3927.326903,4,4,2,4,2,5,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,1
12389,1,62,20921.95,8.623899,10,0,1,False,False,False,True,False,True,True,True,False,True,True,False,54.68337,245.1457,5179.277309,5,5,4,4,2,4,4,5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,1
7244,3,44,23083.74,11.56648,9,2,0,False,True,False,True,True,False,True,False,False,False,True,True,63.90452,182.4433,6165.207912,4,3,4,2,3,4,4,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1
1256,6,74,60135.44,8.589777,13,1,1,True,True,False,True,True,False,True,True,False,True,False,False,5.257695,204.9634,1026.361306,3,4,4,3,3,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,1
54,0,56,7203.02,10.96178,11,2,0,True,True,False,True,False,True,True,True,False,False,True,True,50.3835,164.9785,5014.025544,3,3,3,5,4,3,2,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1
2350,2,41,90486.0,13.54487,15,1,0,False,False,False,True,True,True,True,False,False,False,False,False,9.573255,169.9741,1194.501468,3,3,4,2,4,2,2,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1
902,0,47,31126.75,16.72972,14,2,1,False,False,False,True,False,False,True,False,False,False,True,True,71.03326,169.9378,6079.400361,3,3,3,4,3,4,6,5,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
4,4,19,44426.28,6.269792565,20,0,0,False,True,True,False,True,False,True,False,False,False,True,True,3.379756569,202.443347,905.1959227,3,2,4,3,3,3,4,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1
4180,6,66,34901.12,11.31808678,10,2,0,False,False,False,True,False,False,False,False,True,False,False,True,12.84560044,92.488023,1266.982166,2,3,4,3,3,3,2,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,1
3609,3,67,7041.99,12.67518,14,2,0,False,False,True,True,False,True,False,False,False,False,True,True,4.351173,129.9598,1037.103018,4,3,4,4,3,3,3,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
6635,3,84,4850.34,7.233971,13,0,0,False,False,False,True,False,True,False,False,True,True,False,True,47.56294,152.466,4149.007278,2,5,4,2,4,2,2,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,1
45596,3,28,17931.97,6.216824,13,0,1,True,False,False,True,True,False,True,False,True,True,True,False,27.47595,255.1198,3452.422228,3,2,4,6,2,4,2,5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1
1239,2,69,39652.64,7.607985,7,0,1,False,True,False,True,True,False,False,False,False,True,False,False,70.54256,169.9447,6042.727068,3,3,3,3,5,3,2,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
18322,5,55,24408.14,11.71731,13,1,1,False,False,True,True,False,False,True,True,False,True,True,True,67.67761,242.6281,6361.936513,5,6,4,2,3,5,5,4,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,1
6354,10,35,29541.88,12.10286,9,2,0,False,True,False,True,False,True,False,True,True,True,True,False,25.07759,235.1591,3076.415699,2,4,3,3,5,1,2,2,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
299,1,55,42515.3,7.173919,12,1,0,True,True,False,True,True,False,False,False,True,False,True,True,54.21707,159.9805,4688.358124,3,4,4,4,3,3,3,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,1
332,4,70,10305.73,9.749636,13,0,0,False,False,False,True,False,False,True,True,False,False,True,True,9.390135,162.4608,1574.866243,4,3,5,4,2,4,5,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
5621,2,78,17085.1,13.74632,11,1,0,False,True,False,True,True,False,True,True,False,True,False,False,61.3942,184.9634,5856.252247,3,2,4,3,4,4,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
2387,3,28,60536.56,9.013523,16,1,1,True,False,False,True,True,True,False,True,True,True,False,True,7.698157,177.4945,1683.821351,5,5,6,2,2,6,5,3,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,1
331,0,33,25338.56,11.62413,15,1,2,False,True,False,True,True,False,False,False,False,True,False,False,4.087832,149.9447,1114.579555,5,5,4,5,2,4,4,3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,1
1117,2,42,67376.63,15.74148,11,0,0,False,False,True,True,True,False,True,True,False,False,False,True,7.62689,179.9794,959.3986136,5,6,6,4,3,5,4,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
14676,3,19,63080.18,12.53304,14,0,0,False,False,True,True,True,False,True,False,False,True,False,True,53.58396,192.4404,4941.881988,3,3,4,4,5,3,4,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
38073,4,60,4247.27,11.07446,12,0,0,False,True,False,True,False,False,True,True,False,False,False,True,29.38102,147.4738,2754.774128,3,3,2,1,6,1,1,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
0,9,59,7101.56,9.913533,13,2,1,False,True,True,True,False,False,False,False,False,False,True,True,6.612935,114.9658,944.6665184,4,4,4,3,3,6,5,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
7093,1,55,68622.59,8.326264,10,0,0,True,False,False,True,False,False,False,True,False,True,False,True,8.813715,129.9621,1426.604038,4,4,3,2,4,3,2,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
8525,2,19,15247.84,11.55554,6,0,0,False,True,False,True,False,False,False,False,False,False,True,True,54.68209,127.4421,5294.782338,2,2,2,2,3,3,1,2,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
832,3,64,19023.99,10.71119,17,0,0,False,False,False,True,False,False,False,False,False,False,True,True,60.24089,127.4421,5551.218207,2,2,1,3,4,2,3,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
20,0,20,21058.64,12.92843595,11,0,0,False,True,False,False,True,False,True,True,False,False,False,True,8.734707597,147.503078,1143.017435,3,3,3,2,5,2,2,3,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,1
8778,1,50,9448.7,8.427358,13,0,0,False,True,False,True,False,True,False,False,False,True,False,False,64.43912,107.4806,5577.385772,4,4,4,4,5,3,5,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
2033,0,57,64728.95,11.0201,12,0,0,False,True,False,True,True,False,False,True,False,False,False,True,47.98288,157.4836,4143.62851,5,5,3,3,4,4,3,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
62131,5,54,8168.76,6.991807,15,1,0,False,False,False,True,False,False,True,False,False,True,False,False,3.583025,159.9349,719.7798137,3,3,3,5,2,4,2,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,1
64,3,86,33394.07,10.80481174,10,3,0,False,True,False,True,False,True,True,True,True,False,True,False,8.447638937,197.48762,1162.715411,3,4,3,4,2,4,4,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
2640,3,51,41620.84,10.94942,12,0,0,False,False,False,True,False,False,False,False,True,True,True,True,70.36179,220.1185,6358.605209,2,3,4,2,5,3,3,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1
5886,1,45,37583.97,11.32768159,11,1,1,False,False,False,True,False,True,False,False,False,False,False,True,3.115945151,114.972827,373.2772664,3,3,3,2,3,3,1,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,1
255,2,51,49525.96,10.33885,10,2,0,False,True,True,True,True,False,True,False,True,True,False,False,58.91354,204.9496,5208.138235,2,2,2,2,5,2,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,1
36923,3,45,41973.28,10.61869,8,0,0,True,True,False,True,False,False,False,False,False,True,False,False,19.48354,137.4392,1943.635982,4,3,4,1,5,3,3,3,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,1
33103,5,23,23946.97,11.43130499,11,0,0,False,False,False,True,True,True,True,False,True,False,True,True,7.208423897,217.470195,1233.819233,4,3,2,3,3,3,4,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
1463,6,81,46561.38,8.703489,9,0,0,False,True,True,True,False,False,True,False,True,False,False,True,65.19543,127.4601,5932.432985,3,1,3,4,4,1,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
25735,1,82,40528.85,8.964938,15,1,0,False,False,False,True,True,False,True,False,False,False,True,True,15.77942,202.4433,1540.003272,4,4,3,5,3,4,4,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1
4479,3,76,45249.35,4.20949,7,1,0,False,True,False,True,False,False,True,False,False,False,True,False,62.42366,169.9378,5453.508337,5,4,4,4,3,4,5,4,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1
5346,4,54,16577.49,11.40334,14,1,0,False,True,False,True,True,True,True,True,False,True,False,False,14.24378,187.4811,2255.363032,4,4,3,3,5,4,3,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1
47,1,75,33366.03,11.59798,9,1,1,False,False,True,True,False,False,False,True,False,True,False,False,67.40482,117.4858,5748.365703,4,4,4,4,3,5,4,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,1
1353,1,28,48448.03,9.823796,10,2,0,True,True,False,True,True,True,True,False,True,True,True,True,5.875553,277.6375,1282.671616,4,4,5,4,3,4,5,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1
7656,7,54,54726.01,8.218342,13,0,0,False,True,False,True,False,False,False,True,False,False,False,True,62.37954,92.5018,5394.351469,5,4,4,2,4,3,3,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1
21578,0,35,47364.6,11.77357,10,0,2,False,True,False,True,True,False,False,True,False,True,True,False,62.34755,252.6378,5814.813682,2,3,3,2,3,3,3,2,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,1
30378,0,52,23374.41,6.088392,18,0,0,False,True,True,True,True,True,True,False,False,True,False,False,69.99569,194.9581,6161.278314,3,3,3,4,3,4,4,5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,1
4004,0,68,78575.26,9.753085,9,0,1,False,False,True,True,True,False,True,True,True,False,False,True,68.40649,160.0122,5879.343088,3,3,2,4,2,3,3,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,1
24615,2,27,22864.34,12.50317843,11,0,1,False,False,True,True,False,False,True,True,False,False,True,True,4.313377262,149.984492,824.8053885,4,3,3,3,4,2,3,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
13487,1,61,21804.87,13.81801,5,2,0,False,False,True,True,False,True,True,False,True,True,False,True,61.32712,142.4855,5431.697734,2,2,4,3,4,2,3,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
5823,1,23,70354.12,8.775775,19,0,0,True,True,True,True,False,True,True,False,False,True,False,True,54.50263,162.4526,4945.724284,4,6,3,2,4,4,3,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,1
1526,4,40,37475.72,7.09874,11,1,0,False,False,False,True,False,True,True,True,False,False,False,False,4.527648,129.9915,1190.326671,3,3,3,3,3,4,3,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
30922,2,65,15264.99,9.134223,18,2,2,False,True,False,True,False,False,False,False,False,False,True,True,3.664542,127.4421,963.6972905,4,4,4,4,5,4,2,3,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
13410,0,58,63348.18,7.353978,12,0,0,True,False,False,False,True,False,False,True,False,False,True,True,4.984918,172.4705,1108.077901,4,4,3,4,4,2,4,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
7749,5,72,30346.88,9.180051,12,1,2,False,False,False,True,False,False,True,False,False,False,False,True,56.21686,102.4746,4859.940299,4,5,3,3,2,4,4,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,1
1364,0,75,40248.81,5.984269,19,0,0,False,True,False,True,True,False,False,True,False,True,True,True,66.34669,232.6378,6377.789045,4,3,6,4,4,5,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
21137,0,41,50135.13,8.698426,13,2,1,False,False,True,False,False,False,False,False,False,True,True,True,8.747794,207.6094,1246.19633,3,3,2,4,3,3,4,4,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,1
6037,4,36,39770.82,10.86747966,17,2,0,False,False,False,True,False,False,True,True,True,True,False,True,4.816592997,184.967019,938.5556359,3,3,2,5,4,3,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
48386,0,52,56339.53,11.24743,11,0,0,False,False,False,True,True,True,True,False,False,False,True,True,69.05548,172.4848,6130.392142,6,5,5,4,2,4,3,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
24231,7,85,47066.46,10.93225,9,0,1,False,True,False,True,False,True,False,True,False,False,False,True,19.94322,127.4958,1973.062252,3,4,2,2,5,2,2,3,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,1
29942,2,63,10621.15,9.190279,13,0,1,False,False,True,True,False,False,True,False,False,True,False,True,55.50904,127.4586,4852.623608,5,5,4,3,5,3,4,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
1292,5,19,11609.18,14.22906,12,1,0,False,False,False,True,True,True,False,False,False,False,True,True,40.80483,162.4653,4397.21741,4,3,4,4,3,3,4,4,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1
21847,2,68,52062.66,10.63698,14,2,0,False,False,False,False,True,False,False,True,True,True,True,True,64.39242,245.147,6353.557295,4,4,4,3,3,5,4,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1
476,0,79,35409.41,9.777012,3,0,0,False,True,False,False,False,True,False,True,True,False,True,True,8.171806,154.9919,1307.928901,3,3,3,4,4,2,3,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
464,2,54,27479.16,8.238358,14,0,1,False,True,False,True,False,True,False,True,False,True,False,True,65.63056,132.4798,6238.373858,5,4,4,5,3,6,4,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1
33769,2,19,70118.45,11.59568,7,1,0,False,True,False,True,False,False,False,False,True,False,False,True,44.34553,124.9643,3796.689783,3,2,2,2,4,2,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1
341,0,26,10270.29,5.261171,18,0,1,True,False,True,True,False,False,False,True,False,True,False,True,2.80856,149.9621,585.3561113,3,4,4,4,3,4,2,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
7,0,19,16764.77,15.71715,15,3,0,True,True,False,True,True,True,True,False,False,False,False,False,6.853152,149.9741,1313.391104,5,4,5,3,6,3,4,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1
921,7,57,40281.89,12.31332,13,0,1,False,True,False,True,True,True,True,False,False,True,True,True,55.67304,245.1283,5861.769044,4,3,3,2,6,3,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1
53098,0,22,44313.68,7.552868,12,3,0,True,False,True,True,True,True,False,False,True,True,True,False,7.131841,235.1417,1741.054382,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1
12645,2,47,8244.17,2.482674,17,0,0,False,False,False,False,False,True,False,True,False,True,False,True,61.77813,120.0035,5532.170372,3,4,4,4,3,6,5,3,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,1
53886,1,77,35075.03,5.987646,19,0,1,False,True,True,True,False,False,False,False,True,False,True,True,65.83916,139.9512,5992.346598,4,4,5,3,6,4,4,5,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,1
1956,1,50,7369.88,9.298875,14,0,0,False,True,False,True,True,False,True,True,True,True,False,True,56.24647,217.4725,5086.304493,1,2,3,3,3,4,4,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
8596,0,43,6993.43,4.757981,14,1,2,False,False,True,True,True,False,True,False,False,True,False,True,57.69823,192.4404,5155.008959,3,3,3,4,5,4,2,4,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,1
4709,3,61,27065.38,4.823366,10,1,0,False,True,False,True,True,False,True,True,True,True,False,True,2.210399,217.4725,731.2638925,3,3,4,3,2,5,4,5,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,1
44,1,41,22740.18,9.515036,11,0,1,False,True,False,False,True,False,True,False,False,True,False,False,19.19435,192.4404,2037.426425,5,6,6,5,3,4,4,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,1
2964,0,66,33674.02,12.18144,10,2,1,False,True,False,True,True,True,False,False,False,True,True,False,52.30473,242.6326,4833.292191,4,3,4,5,3,3,3,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1
5920,5,21,6918.31,13.39688,10,0,1,True,True,False,True,False,False,False,False,True,False,False,False,56.98256,92.48802,5000.223337,3,4,2,2,4,3,3,4,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,1
443,1,70,55903.55,10.67552,9,3,0,False,True,True,True,False,True,True,False,True,False,True,True,8.671709,152.4884,1086.818163,6,4,5,4,3,4,5,3,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,1
191,2,26,5911.41,8.274459,11,2,0,False,True,False,True,False,False,False,False,True,False,False,False,68.60052,104.9643,6174.634632,2,2,3,4,4,3,4,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
4971,0,77,128728.3,6.292755,8,0,0,False,True,False,True,True,False,True,False,True,True,True,False,18.4468,275.1198,2046.091342,3,4,2,3,3,5,4,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,1
172,2,86,39513.49,11.42905,9,2,0,False,False,True,True,False,True,True,True,True,True,True,False,48.05636,237.6549,5006.189003,2,3,4,3,4,3,5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
634,1,32,11048.74,13.0051,14,0,0,True,True,False,False,True,False,True,True,False,True,True,True,71.0031,242.6573,6611.587446,2,2,3,3,6,3,3,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
19215,2,75,31136.77,10.70500472,14,1,0,False,True,False,True,False,True,False,False,False,True,False,True,11.96274778,119.95684,1639.898269,4,4,4,4,2,5,5,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
949,6,26,31716.91,4.068396,16,0,1,False,False,False,True,True,False,False,True,True,True,False,False,54.73234,174.9768,5514.354742,4,5,4,2,4,5,4,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
2838,1,86,38499.66,16.22846,11,1,3,False,True,True,False,False,False,False,True,True,True,True,True,15.10828,200.1652,1740.076162,3,3,4,5,2,4,4,4,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
7934,2,63,27432.43,10.42239,12,1,0,False,False,False,True,False,False,True,True,True,False,False,False,2.596868,127.5067,410.7703918,5,3,6,4,2,4,5,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
540,1,27,30943.33,16.9392,17,1,0,True,True,True,True,True,False,True,False,False,True,True,True,57.91581,230.1344,5470.490324,7,6,6,2,4,3,6,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1
115,0,54,47991.88,6.923717,17,2,0,False,True,True,True,True,True,True,False,False,False,True,False,4.098818,184.961,1132.634807,2,3,3,2,5,2,2,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1
5316,3,69,31263.34,10.8229,9,1,0,False,True,False,True,False,False,False,False,False,True,False,True,6.275924,117.4392,1196.239363,3,3,2,3,4,4,3,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1
60033,1,44,34790.72,8.719917,10,1,0,False,True,False,True,False,False,False,False,False,True,False,False,22.28926,104.9629,2068.186228,4,3,3,5,3,5,3,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
86,0,21,43889.69,8.332567184,14,1,0,False,True,False,False,False,True,True,False,False,True,False,True,9.141192423,129.976324,1204.678983,4,5,5,5,4,4,3,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
2358,1,20,7598.57,7.14125345,17,0,0,False,False,True,True,True,True,True,True,False,True,True,True,6.434280902,277.651257,1482.558282,4,4,4,5,2,4,2,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
4950,0,21,33329.83,9.783917847,8,1,2,False,True,False,True,True,False,True,False,False,True,True,True,9.715065141,262.610632,1509.912313,3,3,3,3,4,2,3,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,1
947,2,21,11075.25,15.50087,18,1,0,False,True,False,True,True,False,True,False,False,True,True,True,10.77918,262.6106,1658.673224,3,3,3,2,4,2,2,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
32477,1,31,53015.75,10.42329,13,1,0,True,True,False,True,True,False,False,True,True,False,False,True,60.5753,149.9928,5626.984861,5,4,4,4,3,2,4,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
1215,0,54,26701.99,8.275925,9,0,0,False,True,False,True,False,False,True,False,False,True,True,True,54.89306,230.1051,5031.554237,4,5,4,3,4,3,3,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1
19569,3,81,40071.46,9.519732,18,0,1,False,False,False,True,True,False,False,False,True,False,True,True,59.41977,172.4567,5586.760819,4,3,2,3,4,4,3,2,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1
2653,8,18,15782.0,7.592089883,13,0,0,False,True,False,True,False,True,False,False,False,False,True,False,6.642819537,129.959755,1539.452153,3,4,3,3,4,4,2,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
