Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
315,1,88,22324.49,9.576327,16,2,1,False,False,False,True,False,True,True,True,False,False,True,False,60.18256,184.9785,5329.313105,2,3,2,2,5,2,3,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
77,2,55,123272.3,11.69593,11,2,0,False,True,False,True,True,False,False,True,False,False,False,True,56.39145,137.4836,5231.943657,2,2,4,4,4,2,2,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
18945,10,20,26435.11,11.2124,11,3,0,False,True,True,True,False,True,False,False,False,True,True,True,1.365304,210.127,1093.192377,1,1,2,4,4,3,2,4,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False
6470,0,85,61034.25,5.436159,13,2,0,False,False,False,True,False,False,False,True,False,False,False,True,19.6447,124.9781,1657.906578,3,4,4,2,3,4,4,5,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
21997,2,89,28219.28,8.787582345,10,0,0,False,False,False,True,False,False,False,True,False,False,True,True,5.25445262,127.488728,686.9354616,5,6,6,4,4,5,6,5,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
36539,2,49,49081.51,7.330021,11,1,1,False,False,False,True,False,False,False,True,True,True,True,False,2.224168,212.6415,1249.968178,3,2,3,3,4,3,3,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18937,3,34,46502.45,8.786155,11,2,0,False,False,False,False,False,False,True,True,False,True,True,True,69.70038,242.6281,6534.959838,2,3,4,3,1,5,6,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3278,3,77,36545.88,5.93514,12,3,0,False,False,False,True,False,True,True,False,False,False,False,True,6.974284,117.4686,1235.844622,3,3,3,4,3,3,3,4,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1998,0,37,44584.01,6.207433,12,1,0,False,False,True,False,False,False,True,False,False,True,True,True,48.79525,210.1051,5048.197523,3,2,3,5,3,4,3,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
16459,3,55,77277.55,13.77913,14,0,0,False,True,True,True,False,True,True,False,True,False,True,True,10.59491,184.9647,1272.863604,4,5,4,4,4,3,3,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
415,0,89,77269.05,10.72707391,9,0,1,True,True,False,True,False,False,False,False,True,True,False,True,12.43358232,149.948316,1086.632821,3,5,3,2,5,2,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38659,0,87,27679.48,9.291311,8,2,0,False,True,False,True,False,False,True,False,False,True,False,True,56.81183,159.9349,4819.114767,5,4,4,4,2,4,4,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
10052,6,26,48582.37,11.52973,14,1,0,False,False,False,False,True,False,True,False,False,False,False,False,61.78014,147.4564,5900.543943,2,3,3,4,2,4,2,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4622,1,33,41074.27,12.39276,16,2,0,False,True,True,True,False,True,True,True,True,True,False,True,55.11933,187.4847,5052.938652,3,3,3,3,4,3,4,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
77,0,26,39573.48,10.97923,13,0,0,False,True,True,True,False,False,False,False,True,True,True,False,65.85431,220.1185,5978.883731,3,3,3,3,5,5,5,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
163,4,60,35949.37,5.80921457,13,0,0,False,False,True,True,False,False,True,True,True,False,False,True,20.51922799,139.983006,2446.475453,5,5,5,2,4,4,5,3,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1271,2,84,37376.03,11.35680475,14,2,0,False,False,False,True,True,True,False,True,False,True,True,True,15.92219451,255.155493,1986.939234,5,5,4,3,3,5,5,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
27089,1,58,36531.81,13.73892,9,0,0,False,True,False,True,True,False,False,False,True,True,True,False,64.48138,232.624,6277.702239,4,3,4,4,2,3,5,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1503,1,88,65204.61,10.77849,10,2,0,True,False,False,True,False,False,True,False,False,False,False,True,54.7075,114.9509,4974.163846,3,2,3,4,3,4,3,3,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2209,3,43,47966.83,7.410372,12,0,3,False,True,False,True,False,False,True,False,False,True,True,False,71.51772,230.1051,6569.215906,3,3,3,2,6,2,2,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1315,1,27,57938.27,8.788051372,10,0,0,False,True,False,True,False,False,False,True,False,False,True,True,6.050060777,139.965008,1338.110998,3,3,3,3,2,5,5,5,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
1589,3,37,39369.75,10.85287,15,3,0,False,True,False,True,True,False,False,False,True,True,False,True,11.16386,182.4538,1317.388693,4,3,3,4,3,3,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1715,0,84,57107.43,5.33893117,10,1,2,False,False,False,True,True,False,True,False,False,False,True,True,16.58244758,182.443347,1981.954133,3,4,3,5,3,2,3,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1209,4,46,56537.74,10.71363,8,0,1,False,False,False,True,False,False,False,False,True,False,True,False,45.62467,159.9512,4116.511731,3,4,3,3,3,4,5,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
4821,3,18,9443.65,12.964,8,0,0,False,False,False,False,False,False,True,False,True,False,False,False,2.598272,127.4601,917.5571323,4,4,4,2,4,3,4,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27851,8,42,14578.27,13.07965,13,1,0,False,True,False,True,False,False,True,False,True,True,True,True,47.24188,242.6143,4694.576597,3,3,3,2,3,3,3,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
696,0,28,57821.02,9.20355866,15,2,0,False,False,False,False,False,True,False,False,False,True,False,False,8.915680176,139.95684,1116.314298,4,4,3,3,3,4,4,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
4038,1,32,43466.35,13.79409442,10,1,0,False,False,False,True,True,False,False,True,False,True,False,True,11.13472066,182.467607,1397.701335,3,4,4,4,3,4,2,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
1771,4,85,89441.6,6.862006,7,0,1,False,False,True,True,False,True,True,True,False,False,False,False,22.54598,149.9915,2105.676837,6,5,4,1,4,4,2,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
21895,0,75,65841.25,8.914901,14,1,0,False,False,False,True,True,False,False,True,False,True,True,True,54.04994,252.6378,4956.725532,2,3,3,3,4,3,4,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
110,4,31,82131.87,9.975481565,13,1,0,False,True,False,True,True,False,True,False,False,False,True,True,3.212400569,202.443347,769.8534863,5,3,4,2,4,3,4,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
4235,4,46,11795.57,7.607663559,11,0,0,False,False,False,False,False,False,False,True,True,True,True,True,1.092361222,200.165175,768.0874545,1,1,2,2,3,1,3,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
13538,3,64,17204.03,12.67534,15,2,0,False,False,False,True,False,False,False,False,False,True,False,False,68.60299,117.4392,6272.523927,3,3,3,4,3,4,4,5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
29499,1,47,26722.64,14.34836,14,2,0,False,False,False,True,False,True,False,False,False,False,False,True,65.89761,114.9728,5593.200037,3,2,2,5,2,4,4,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
63,4,44,95197.4,9.255314336,13,2,0,False,True,True,True,True,True,False,False,False,True,False,False,19.9235245,172.462354,2113.850791,2,4,2,3,4,3,2,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
1622,1,63,42849.02,6.856808,11,1,0,False,True,True,False,True,False,False,True,False,False,True,True,63.91757,192.4705,5620.075514,4,5,4,2,3,4,3,4,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
17783,1,69,37021.79,9.233657,11,1,1,False,True,True,True,True,False,False,True,True,True,True,False,67.68938,232.6707,6176.145515,3,4,4,5,4,3,5,3,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
42868,4,32,68056.48,13.57908,15,0,0,True,False,False,True,True,False,True,True,False,False,False,False,53.48684,179.9794,4893.706015,3,3,4,4,2,4,4,3,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
581,6,84,9275.55,9.32007,11,1,2,False,False,False,True,True,False,False,False,True,False,False,True,41.72598,137.4698,4059.807666,2,2,2,5,3,2,3,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
98660,5,54,77423.32,8.127707725,15,1,0,True,False,False,True,True,True,False,False,False,True,True,True,15.18036042,242.632554,1984.668288,4,3,5,4,4,4,5,4,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
2889,4,76,42496.34,8.34686,14,0,0,False,False,True,True,False,False,False,True,False,True,False,True,5.318865,129.9621,1163.746203,2,3,3,4,3,2,4,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
882,1,84,11957.82,9.818276662,10,0,0,False,False,False,True,True,False,False,True,False,False,False,False,3.956375328,137.483594,891.9472856,5,6,4,5,2,5,4,6,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
398,1,43,9011.25,10.45334,12,4,0,True,False,False,False,True,True,False,True,False,True,False,True,4.275019,184.9853,827.7165459,2,2,2,5,3,2,2,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11472,9,54,24017.57,13.06640293,14,2,1,False,True,False,True,False,True,True,False,True,True,True,True,14.53315436,225.131966,2494.633068,4,4,2,3,4,5,4,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1153,0,31,28229.96,8.910387,10,0,1,False,False,False,True,False,False,False,True,False,False,False,True,49.8342,92.5018,4226.329148,3,2,5,2,4,2,2,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
5823,1,23,70354.12,8.775775,19,0,0,True,True,True,True,False,True,True,False,False,True,False,True,54.50263,162.4526,4945.724284,4,6,3,2,4,4,3,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
5803,3,51,90956.64,2.737931836,13,0,0,False,True,False,False,True,False,False,True,True,True,False,True,13.23888382,162.500489,1526.656486,1,1,2,4,4,3,3,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
422,4,69,24660.29,10.76463,15,0,0,False,True,True,True,True,False,False,False,False,True,True,False,47.92804,240.1149,4512.775123,3,5,4,4,4,4,4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3039,1,56,44939.51,9.523934,13,1,0,False,True,False,True,False,False,False,False,True,False,False,True,66.36534,124.9643,5448.851036,3,3,4,5,3,4,3,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
3080,0,45,8934.54,9.528981,13,0,1,True,True,False,True,True,True,True,True,False,False,True,False,55.49451,217.484,5127.332044,2,3,3,3,4,3,2,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
2886,3,30,13500.74,10.85047,12,0,1,True,False,False,True,True,False,True,False,True,False,False,True,9.448515,179.9656,1180.250198,2,3,1,3,3,3,3,4,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
17287,7,88,28216.6,6.474834,15,1,1,True,False,False,True,True,False,False,False,True,False,False,True,68.03514,137.4698,6150.907768,4,3,4,4,3,3,3,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
12237,2,46,42550.92,9.513517,12,1,1,False,False,False,True,True,True,True,False,True,True,True,True,13.75426,277.6375,1947.058707,5,4,5,4,3,4,4,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
13863,1,48,18925.23,14.91353964,15,2,0,True,False,False,True,False,True,False,False,False,True,False,True,17.08722662,119.95684,2164.579412,4,4,4,2,5,4,3,3,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
960,2,40,38914.87,9.078682,18,1,1,False,True,False,True,True,True,True,True,True,True,False,False,2.707119,187.5139,885.2339594,3,3,3,4,3,2,4,3,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False
431,2,68,79645.56,7.695657,14,3,0,True,True,False,True,True,False,True,True,False,False,True,True,5.976743,194.9663,1312.11903,3,3,4,1,5,4,2,4,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
249,0,43,9124.29,14.87070352,10,3,1,True,False,False,True,True,True,True,False,True,False,True,True,7.455148937,184.993915,1116.825249,3,4,4,4,4,3,3,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
70,2,61,19367.11,14.0923,11,1,0,False,False,False,True,False,True,True,True,False,False,True,False,67.13199,152.5022,5935.756323,4,5,5,3,4,3,3,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1174,0,50,137978.3,10.94259,20,3,2,True,False,False,True,True,False,False,False,True,False,True,False,44.89729,172.4567,4323.817647,3,3,3,6,4,3,3,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4946,1,56,15621.76,10.75643368,13,1,0,False,False,False,True,False,True,False,True,True,True,False,True,2.08299524,144.988941,951.3512058,5,5,3,4,3,4,4,3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7334,0,85,17080.57,10.32744663,10,0,1,False,False,True,True,True,True,True,True,True,False,True,True,6.253919786,209.993134,1297.050577,3,3,4,3,4,4,5,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1512,2,79,80176.6,10.62558,16,0,0,False,False,True,True,True,False,False,False,True,True,True,False,1.954899,252.624,655.8025029,3,3,3,4,4,2,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2440,1,44,43677.48,8.220782475,8,2,1,False,True,False,True,False,False,False,False,False,True,False,False,16.53708435,104.962874,1643.91894,5,5,4,3,4,4,5,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
4498,1,87,14634.81,12.95729,17,2,0,False,True,False,True,True,False,False,False,False,True,True,True,54.11361,240.1149,4868.237911,5,5,4,4,3,5,4,6,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
29,3,70,45249.29,9.988954,11,1,0,False,True,False,True,True,False,True,True,True,True,False,False,63.01044,217.4725,5683.580246,4,3,4,4,4,2,2,3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
4112,0,80,98120.0,14.72704,13,0,0,False,True,True,False,False,True,True,False,False,False,True,False,60.5411,152.4555,5682.484574,5,5,4,1,4,4,4,4,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1152,2,52,21000.61,8.901128259,16,1,0,False,True,False,True,True,True,False,False,True,True,False,False,8.284579203,184.971516,1123.759368,3,4,2,4,3,4,4,2,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
209,5,51,52233.68,7.356317,11,2,0,True,False,False,True,False,True,False,False,False,True,False,False,63.70781,119.9568,6050.818366,6,6,4,5,5,6,7,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12846,0,88,7908.67,10.66732,7,2,0,False,False,False,True,True,False,False,False,True,False,True,True,70.96989,172.4567,6335.562326,4,3,4,4,5,4,4,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2931,0,76,14876.32,8.80007,12,1,0,True,False,True,True,True,False,True,False,True,False,False,True,3.840589,159.9656,808.7858345,6,6,5,1,6,3,4,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6140,1,61,13622.45,8.051613,11,1,0,False,False,False,True,True,False,True,False,True,False,True,False,7.458443,214.9525,931.3751448,5,4,3,3,3,5,4,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9286,4,63,51589.54,8.267266,13,0,1,False,False,False,True,True,False,False,False,False,True,False,False,45.63215,169.9447,4129.91655,4,5,5,4,4,4,3,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
14687,4,73,31717.01,14.32472,15,1,0,False,True,True,True,False,False,False,False,False,False,True,False,57.83255,114.9658,4937.838244,2,3,2,3,5,3,2,4,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
7154,0,57,60163.56,10.34133,9,0,0,False,True,True,True,False,True,False,True,True,True,False,False,71.56158,164.9889,6243.772617,3,3,3,4,3,3,4,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3111,6,75,37487.92,9.709427,9,0,0,True,False,False,True,False,True,True,False,False,False,True,False,71.63589,139.9792,6379.174333,3,3,2,4,2,3,5,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
19345,0,69,46403.85,8.293686,12,3,0,False,True,True,True,True,True,True,True,False,True,False,False,71.25511,187.4811,6754.429939,4,4,3,4,2,5,4,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46775,2,27,38465.4,10.15007074,12,1,0,False,False,False,True,True,False,False,False,True,True,False,False,7.522520984,149.97755,1021.026757,3,3,3,5,4,3,4,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
221,3,84,99519.26,12.87091514,15,1,0,False,True,False,False,True,False,False,True,True,False,False,True,21.71097206,169.992756,1916.832871,2,2,2,4,4,4,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3089,6,84,32666.7,9.020394,12,2,0,False,True,True,True,False,False,False,False,False,False,False,True,59.33259,112.4551,4930.400921,3,4,3,2,4,3,3,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
534,0,38,35053.42,10.57011,14,2,0,False,False,False,True,True,True,True,False,False,False,True,True,61.28212,184.961,5870.569243,3,2,4,4,2,5,4,4,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
34,1,46,30663.52,7.157580014,12,0,0,False,False,False,True,True,False,True,True,False,False,False,True,8.447988841,179.979358,1065.06443,4,3,4,4,5,2,3,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
53431,1,58,9134.48,11.20443812,10,2,0,False,True,False,True,True,False,True,False,False,True,True,True,17.56134872,230.134352,2109.348841,3,3,3,3,3,4,3,4,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
32564,2,78,47190.38,12.94384,13,1,1,True,True,True,True,False,True,True,True,True,True,True,True,10.07068,237.6549,1919.953096,3,5,3,4,5,3,3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
34941,2,51,2439.79,5.754038,5,2,0,False,True,False,True,False,False,False,False,True,True,False,True,6.224413,149.9483,764.0244287,4,3,4,3,3,3,3,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2594,3,74,23519.01,8.838694,8,0,0,False,False,False,True,True,False,False,False,True,False,False,False,52.1213,157.4698,4356.229848,4,5,3,5,3,4,3,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
106,5,82,18024.55,4.163266,15,0,0,False,False,False,True,True,False,False,False,False,False,False,True,53.07128,144.9607,4465.086574,4,5,6,2,5,3,5,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
22744,1,40,115239.5,8.77415,17,0,0,False,True,True,True,False,False,True,False,False,False,False,True,48.95286,102.4746,4246.521336,3,3,4,3,3,3,3,2,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
570,0,28,30661.99,8.985931,11,0,1,False,False,True,True,False,False,True,False,True,True,False,False,1.554749,172.4441,489.2316753,3,3,2,4,4,3,3,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2453,0,48,6969.6,16.53335,11,3,0,True,False,False,True,False,True,False,True,True,True,True,False,71.53343,235.1591,6532.437967,2,4,3,4,4,2,3,5,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
14210,2,67,78119.96,7.944754,10,0,1,False,False,False,False,False,False,False,False,False,False,True,False,71.76842,127.4421,6455.138761,4,4,4,4,3,5,4,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
475,3,22,37622.41,12.27167,10,0,1,False,True,False,True,True,False,False,True,True,True,False,False,12.57306,194.9768,1614.234523,4,4,4,2,5,2,2,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
27618,2,44,22827.74,5.802821,12,3,1,False,True,True,True,False,False,False,False,False,False,True,False,66.005,147.4421,5727.096871,3,3,3,3,5,2,3,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
898,8,24,11298.25,12.07558,5,0,0,False,False,False,True,False,True,False,True,False,True,False,True,71.50744,120.0035,6542.432114,3,2,2,5,4,3,4,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
48386,0,52,56339.53,11.24743,11,0,0,False,False,False,True,True,True,True,False,False,False,True,True,69.05548,172.4848,6130.392142,6,5,5,4,2,4,3,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
2604,2,25,50560.17,7.823058882,9,0,0,False,False,True,True,False,False,False,False,False,True,False,True,8.650238791,137.439154,1090.76661,4,5,5,2,4,3,3,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
33965,0,72,37864.06,17.21943,15,0,1,False,True,False,True,True,True,False,False,True,False,False,False,6.088456,159.9875,656.0906255,2,2,2,3,2,4,2,3,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
47459,7,63,51518.48,15.35795,12,2,2,False,True,False,True,True,False,False,True,False,False,True,True,1.25577,172.4705,1083.905096,4,5,5,4,4,5,3,3,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
8188,2,27,17423.53,10.43299,19,1,0,False,True,False,True,True,False,False,False,False,False,True,True,9.873648,159.9476,1582.882748,3,3,4,4,3,3,3,3,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
250,3,49,28065.13,11.31682,14,2,0,True,False,True,True,False,False,False,False,False,False,False,True,3.878694,112.4551,409.0267699,4,3,3,4,3,3,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
39698,6,65,22606.89,8.284685,13,2,1,False,True,False,True,True,False,False,True,False,False,False,True,63.411,157.4836,5483.967712,4,4,2,2,4,2,5,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
396,0,48,87568.16,11.11756812,12,0,0,False,True,False,True,False,False,False,True,False,True,True,True,9.734064703,200.132293,1755.645123,4,4,4,3,5,5,3,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
446,3,48,45688.19,8.940009,9,2,0,False,False,False,True,False,True,True,True,False,False,False,False,11.43916,117.5152,1286.132827,3,3,3,4,3,3,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
629,8,80,43620.71,10.92788,13,0,2,True,True,True,True,True,False,True,True,False,True,True,True,13.98482,275.1336,2044.80443,3,3,4,4,3,4,4,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
13020,3,42,140367.2,8.568476,15,0,0,True,True,False,True,True,False,True,True,True,False,False,True,54.37108,160.0122,4824.624209,3,3,3,4,3,2,3,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1531,4,64,9041.08,8.877390965,5,1,2,False,False,False,True,True,False,False,True,True,True,False,False,6.605815722,194.976769,1018.373473,2,2,3,4,2,3,3,3,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
484,0,32,42691.56,11.36499,11,1,0,False,True,False,True,True,True,True,True,False,True,False,True,65.58919,187.4811,6364.432003,2,3,3,3,3,3,3,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
186,2,34,24031.87,9.04486,12,1,0,False,True,False,True,False,True,False,True,False,True,False,False,9.521766,120.0035,1206.904751,4,4,5,2,3,3,4,5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True
2405,1,67,31959.4,11.8759,15,2,1,True,True,False,True,True,False,False,False,False,False,True,False,63.03296,179.9476,5449.331954,2,3,3,5,2,4,4,3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
32257,1,54,42630.35,13.4777,10,1,1,False,True,False,True,True,True,True,True,False,False,False,True,51.67996,162.497,4987.58141,4,5,4,4,3,4,5,2,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1480,0,63,48163.8,13.08013867,10,1,0,True,False,True,True,True,False,False,True,False,False,False,False,4.985175451,137.483594,1014.311651,4,3,3,4,3,4,5,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
385,2,69,100626.29,13.90587666,8,1,0,False,False,True,True,False,False,False,True,False,True,True,False,7.748370205,187.656013,1219.21915,4,4,5,3,4,3,2,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
26999,4,35,25648.63,11.36686,14,1,0,False,True,False,False,False,False,True,False,False,False,False,False,60.30709,134.9509,5203.323815,4,4,3,5,1,5,4,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
