Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
657,4,40,57602.95,10.31317,11,2,2,False,False,True,True,True,True,False,True,True,False,True,True,55.66796,175.0211,5105.294837,3,2,3,2,5,2,4,4,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3139,2,56,44499.17,11.21058,12,0,0,False,False,False,True,True,False,True,True,False,False,True,True,4.320048,194.9663,1215.716688,5,5,4,5,3,4,5,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1271,2,71,26166.52,8.908092,9,2,1,False,False,False,True,True,False,False,True,True,False,True,False,66.59235,204.9797,5765.833852,4,4,3,4,4,3,2,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
910,0,64,44900.84,10.03005,9,1,0,False,True,False,True,True,False,True,False,False,True,True,True,7.342789,262.6106,1221.605576,4,5,4,4,3,6,5,4,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True
16649,1,37,22641.64,8.90737,11,0,0,False,False,True,True,True,True,True,True,False,True,False,False,1.13143,207.4811,730.8534585,4,4,4,3,4,4,3,4,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1171,1,76,27144.01,10.38318,16,1,0,False,False,False,True,False,False,False,False,False,False,False,True,48.45122,92.45514,4324.605332,3,3,4,3,3,5,4,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
554,4,77,9926.73,8.216317,6,0,0,True,True,True,True,True,True,False,False,False,True,False,True,60.06802,152.4624,5708.50306,4,4,3,3,4,3,3,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2325,4,62,57503.75,9.00959,10,1,0,True,True,True,True,True,False,False,False,True,False,True,True,3.199643,159.9805,577.5034833,2,3,2,2,3,3,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
1148,1,76,39070.38,10.9073,11,1,0,False,True,True,True,True,False,False,True,False,False,True,False,61.30659,172.4705,5777.009445,3,4,4,3,4,4,4,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
28047,2,69,40954.06,3.489549,16,2,0,True,False,False,True,False,False,True,False,False,False,False,True,56.53361,114.9509,5216.869795,5,5,5,4,2,5,4,5,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
4035,4,33,33347.6,12.42915,14,4,0,True,True,False,True,True,False,True,False,False,True,False,True,2.93932,192.4404,824.1074963,2,2,3,4,4,3,1,3,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False
2371,2,19,58988.72,12.18282,12,1,0,True,True,False,False,False,True,True,False,True,True,False,True,7.238006,154.9618,1495.619695,4,3,5,4,3,5,4,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
412,2,36,21302.51,9.986819,17,0,0,False,False,False,False,True,False,True,True,False,False,False,False,15.19686,159.9794,2095.117873,5,5,5,2,5,4,3,3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1624,2,47,18435.57,14.21641,16,0,1,False,False,True,True,True,True,False,False,False,True,False,False,69.35321,152.4624,6553.155711,3,3,3,5,2,3,3,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
24112,2,26,90583.52,5.539493,11,2,0,False,False,True,True,False,True,False,False,False,True,True,True,2.518069,177.6508,921.6983239,3,3,3,4,4,3,4,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
115,0,54,47991.88,6.923717,17,2,0,False,True,True,True,True,True,True,False,False,False,True,False,4.098818,184.961,1132.634807,2,3,3,2,5,2,2,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1994,5,41,19097.94,7.369412654,13,0,1,False,True,True,True,True,False,False,False,False,False,False,False,21.29342532,124.960655,2409.195918,3,2,3,2,5,4,2,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2966,0,80,23283.91,10.15999,13,1,0,False,True,False,True,True,False,False,True,False,True,True,True,63.9916,232.6378,6215.478436,4,3,4,5,4,3,5,3,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
237,1,53,11645.59,14.09779,10,2,0,False,True,False,False,True,False,True,True,True,False,True,True,71.53575,194.9992,6293.106347,3,4,4,5,3,3,3,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
807,2,89,56462.8,11.82888,9,0,0,False,False,True,True,False,True,True,True,True,True,False,True,50.49072,155.0084,4520.861055,3,3,3,4,3,3,2,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
10605,0,54,20985.69,8.552086,7,1,0,False,False,False,True,False,True,True,False,True,True,True,False,4.044209,245.132,991.6890153,3,3,4,3,2,6,3,5,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
41149,4,34,6402.95,7.580234,13,1,1,False,True,False,True,True,False,False,False,False,True,False,True,3.612294,149.9447,1195.475034,4,4,3,4,4,4,4,4,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False
10987,1,69,53513.98,6.922666965,9,0,0,False,True,True,True,True,False,False,True,False,True,True,False,8.550692097,232.637807,1692.566285,3,1,3,3,4,4,3,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3424,1,65,26875.13,12.72077056,10,3,0,True,False,False,True,False,False,True,True,False,True,False,True,17.22220989,152.457857,2223.835601,4,3,3,5,2,5,3,5,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
8652,2,64,26295.5,16.06426,12,3,0,False,True,False,True,False,True,True,True,False,True,True,True,67.13541,225.1457,6684.346075,1,2,3,5,2,2,1,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
22609,1,68,22745.33,5.006946,14,0,1,False,False,True,True,False,False,True,False,False,False,False,True,21.03542,102.4746,1784.938558,2,2,2,4,3,3,3,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
6543,2,53,4978.33,10.5758,9,1,0,False,True,False,True,False,True,False,True,False,True,True,True,61.84543,190.1737,5779.47654,4,3,4,3,3,4,4,4,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
271,0,45,46994.01,13.48181,7,2,1,False,False,False,True,False,False,False,False,False,False,False,True,65.62921,79.97886,5389.491157,3,3,3,3,5,4,3,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
5115,1,69,13755.56,14.35104,13,2,0,False,True,False,True,True,False,True,False,True,False,True,False,8.016341,182.4762,1033.144943,3,5,4,4,3,4,4,3,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False
442,7,58,23346.19,9.896438,15,0,0,False,True,False,True,False,False,False,False,False,True,False,True,7.470963,117.4392,1453.3619,3,3,3,4,4,3,3,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
3989,3,35,56014.49,7.523463124,14,1,0,False,False,True,True,False,False,False,False,False,True,True,False,17.39605821,175.133074,2019.788427,4,4,4,4,4,3,3,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
346,0,33,49396.09,7.779622319,12,3,0,False,False,False,False,False,True,False,True,False,True,True,True,9.740709475,190.173699,1514.131966,2,2,3,4,5,2,3,2,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
19073,1,29,45562.97,9.301929385,13,2,0,False,False,False,True,False,False,False,True,True,True,True,False,5.2551003,200.165175,1119.610001,5,4,3,4,3,4,5,4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False
12374,3,68,72757.38,12.09291,18,2,3,False,True,False,True,False,False,True,False,True,True,True,True,62.77605,242.6143,5728.24521,4,5,6,4,4,5,4,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2057,2,69,25588.69,5.29024,12,3,0,False,True,False,True,False,True,False,False,False,False,True,True,27.12312,149.9598,2534.437264,3,3,2,4,4,4,3,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
2781,2,27,52558.45,5.932274,13,0,0,False,True,True,True,True,False,False,True,True,True,True,False,21.13934,232.6707,2483.369395,3,3,4,2,4,2,1,2,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
17145,5,76,15615.89,5.147134775,16,2,1,True,True,False,True,False,False,False,False,True,False,False,False,6.248150471,124.964303,580.5443061,4,4,3,4,4,5,4,4,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2557,3,24,47256.46,9.066791953,16,0,1,False,False,True,True,True,False,False,True,False,False,True,True,10.55675189,192.470522,1437.241364,4,4,4,6,3,4,3,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
2465,5,52,67828.98,13.32489174,13,4,0,False,True,False,True,False,False,True,True,False,False,True,True,2.451160296,149.984492,764.893446,2,3,2,4,4,3,3,3,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
868,9,57,32810.46,15.17990976,7,1,1,False,True,True,True,False,False,False,False,False,False,False,True,1.43538042,79.978861,367.3059091,5,5,5,2,5,4,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
76819,0,54,39012.26,6.566599,13,1,0,False,True,True,True,True,False,True,False,True,False,False,False,13.87203,159.9656,1702.870167,2,2,3,3,3,2,4,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
830,0,76,47159.92,12.98739,7,1,0,False,False,True,True,True,False,False,True,False,True,True,False,66.00861,220.1615,5933.314519,3,5,4,2,6,2,3,5,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
148,1,26,43750.13,10.29854,8,0,0,False,True,True,True,False,False,False,True,False,False,False,True,67.18986,104.9781,6191.373013,4,4,4,4,4,4,4,4,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
16591,2,89,22097.72,12.82879,14,1,0,False,True,False,True,False,False,False,True,True,False,True,True,66.91884,172.4742,5661.61911,5,4,4,2,4,4,5,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
1075,4,21,94836.83,11.47009,8,0,0,False,True,False,True,True,True,True,False,True,True,True,True,6.967998,257.6375,1900.983013,4,3,3,1,5,3,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,3,42,47463.53,10.17097,12,1,0,False,False,True,True,False,True,False,True,True,True,True,False,4.612442,235.1591,1114.048401,4,3,3,5,3,3,4,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
378,3,55,42972.18,10.17557,7,0,1,False,True,True,True,False,False,False,False,True,False,True,True,6.842584,139.9512,1209.707399,4,3,4,2,5,2,2,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
422,0,52,27282.21,8.220453321,13,0,1,False,True,False,True,True,False,True,False,False,False,True,False,21.08265979,169.967067,2042.113893,4,5,4,4,3,3,3,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1292,0,27,47989.95,10.73681,14,0,2,False,True,True,True,True,True,False,False,False,False,True,False,15.98922,182.4653,1770.233657,4,3,4,3,3,3,4,4,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
7802,1,43,28208.48,10.20247,9,2,1,False,True,False,True,True,False,True,False,False,True,False,True,62.27397,192.4404,5560.7204,2,2,1,3,3,2,2,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
497,1,30,74373.82,9.896211,7,0,1,True,True,True,True,True,False,True,True,True,False,False,True,4.225661,192.4885,693.5913883,4,5,4,3,3,4,3,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5020,4,46,38257.1,10.44859,8,0,0,False,False,True,True,False,False,True,True,False,True,False,True,10.32943,139.9816,1400.209666,5,4,5,1,2,4,3,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
960,1,29,26661.36,8.58683,13,1,1,False,False,False,True,False,False,True,True,False,False,True,False,71.92785,182.4608,6327.647329,1,1,3,3,4,3,2,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
40778,1,53,16316.98,11.15522,10,1,0,False,False,False,True,True,False,True,False,True,True,True,True,68.7816,255.1198,6693.382735,4,3,3,1,4,4,3,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
202,0,76,7828.87,9.196199,13,2,0,False,False,False,True,True,False,False,False,False,False,False,False,66.79288,124.9607,5950.933762,3,3,4,4,4,3,2,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
816,0,22,53227.89,14.31488,13,1,0,False,False,False,True,True,False,False,False,True,False,False,True,69.17356,157.4698,5831.590077,2,2,3,5,4,2,2,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
16974,2,24,22041.68,5.919886,11,2,0,False,False,False,True,False,True,True,False,True,True,False,False,5.147213,154.9618,1394.025763,4,4,4,3,3,3,4,3,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
673,3,65,36333.77,10.48393458,13,3,0,False,False,False,True,True,False,True,False,False,True,False,True,1.225588884,192.440432,547.9869964,3,3,3,3,5,2,4,4,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
38334,1,56,55492.69,7.42634,10,3,1,True,True,True,True,False,False,True,False,False,False,False,True,23.91177,134.9509,2059.963787,3,4,4,3,3,2,3,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
217,2,76,20382.46,9.545723,11,2,0,False,False,True,True,True,True,True,True,False,False,True,True,16.12971,197.484,2275.291432,3,3,3,3,4,2,3,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
53098,0,22,44313.68,7.552868,12,3,0,True,False,True,True,True,True,False,False,True,True,True,False,7.131841,235.1417,1741.054382,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1349,1,47,9806.64,9.346134,12,0,0,True,False,False,True,False,False,True,True,False,False,False,False,70.04547,127.4738,6450.493796,5,5,5,4,4,5,5,3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
110,2,30,52798.88,8.51921,7,2,1,False,True,True,True,False,True,True,True,True,True,True,False,67.15579,257.6549,6388.31821,3,3,3,3,5,2,1,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
353,1,49,40675.75,12.89979,10,0,1,False,True,True,True,False,False,False,True,False,False,False,False,52.09557,104.9781,4879.170769,1,1,2,3,3,2,2,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
5076,2,31,24989.2,12.70325,17,1,1,False,True,False,False,True,True,True,False,True,False,True,False,17.05378,217.4702,1921.943744,2,2,1,2,4,3,1,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
3368,6,84,4566.8,12.25739,13,0,0,False,True,False,True,True,False,False,True,False,False,True,True,4.469398,159.9942,834.0925038,2,2,2,4,3,4,1,4,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
14555,2,64,10471.59,9.379331,16,0,0,True,False,False,True,True,False,False,False,False,True,True,True,52.58546,240.1149,4849.21743,4,4,5,4,4,5,2,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
7020,2,44,13288.6,12.67159952,13,0,1,False,False,False,False,False,False,True,True,False,True,False,True,10.44973947,152.457857,1768.55004,2,3,3,4,4,2,3,3,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
90,3,22,91563.15,11.94875,13,1,1,False,False,False,True,False,False,False,False,False,False,True,True,2.647286,127.4421,969.8255583,3,4,4,2,4,3,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1823,4,25,50670.27,12.69180844,13,1,0,False,False,False,True,False,True,True,False,False,True,False,False,20.96092159,142.452604,2743.734408,4,4,4,3,5,3,4,6,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1234,0,35,23781.26,6.476262682,16,0,1,False,True,False,False,False,False,False,False,False,False,True,True,16.48377098,127.442069,1968.581014,3,3,4,2,3,4,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26659,0,20,18366.04,10.38895,10,1,0,False,False,True,True,True,True,False,False,False,True,True,True,66.62855,222.6326,6618.320348,4,5,5,3,2,5,4,3,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
483,0,28,34538.89,5.275573,14,1,0,True,False,False,True,False,False,True,True,False,False,True,True,5.358251,162.4608,1259.0664,4,4,4,4,4,4,3,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
46869,1,73,82634.86,8.387624096,11,0,1,False,False,False,True,False,False,True,False,False,False,False,True,9.563362997,114.950905,1324.330108,5,4,3,5,3,3,5,4,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1194,3,20,27558.14,9.700117,10,1,1,False,True,True,True,True,False,False,False,False,False,False,False,2.507107,144.9607,463.6732561,3,2,3,4,4,2,2,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
10727,0,72,27058.36,7.88648,13,3,0,False,True,True,True,True,True,False,False,False,True,True,False,71.99132,222.6326,6840.191109,4,4,3,5,3,5,4,5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
128,4,33,8573.56,7.027825,12,1,0,False,True,False,True,False,False,True,False,False,False,False,True,45.92294,114.9509,4527.054831,4,3,3,4,3,5,4,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
363,2,74,93637.19,6.626472191,7,2,0,True,True,True,True,False,False,False,False,False,False,False,True,9.858971643,112.455141,868.5732588,3,3,4,4,4,4,3,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
360,0,80,3328.23,14.90964,16,0,1,False,False,False,True,True,False,False,False,True,True,True,False,52.03938,232.624,5155.317217,5,4,5,3,4,4,4,4,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
2706,2,39,19542.22,12.02259,13,0,2,False,False,True,True,False,True,False,False,True,False,False,False,48.78507,95.00571,4170.086495,5,4,5,2,4,5,3,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
10827,2,74,64898.67,9.817537,7,0,0,False,False,False,True,True,True,True,False,True,True,False,False,47.56406,207.4673,4364.095122,3,2,4,4,2,5,4,3,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
390,4,27,9856.89,10.80585,8,2,0,True,False,True,True,True,False,False,True,False,False,False,True,2.984004,137.4836,1091.509603,1,1,2,2,3,1,2,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
8100,4,24,11638.79,10.41978703,13,0,0,True,True,False,True,False,False,False,False,False,False,False,False,13.82541752,92.455141,1750.284767,4,4,3,5,2,4,5,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4941,0,89,24220.94,11.50669,11,0,0,False,False,False,True,True,True,True,False,False,False,True,False,64.33856,172.4848,5540.302436,3,4,3,2,6,2,3,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27329,0,78,938.81,10.48756,17,0,1,False,True,False,True,True,False,False,True,False,True,False,False,10.91791,182.4676,1198.334446,3,3,2,5,3,3,3,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
39,2,26,42863.75,9.519547,11,0,1,False,False,False,True,True,False,False,False,True,True,True,True,54.83336,252.624,5209.371279,2,3,3,4,2,4,6,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
162,0,89,28248.49,12.71852,7,1,1,False,True,False,True,True,False,False,True,False,False,False,True,71.12545,125.0073,5934.963982,3,3,5,4,5,3,2,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
52299,2,55,88666.42,8.433181103,16,2,1,False,False,False,True,False,False,False,True,False,False,False,True,2.282601557,124.97808,395.2218567,3,1,4,3,3,3,5,3,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
3456,8,87,80447.93,10.38714,17,2,0,True,True,False,False,True,False,False,True,True,False,False,False,65.33881,169.9928,5717.977095,3,3,3,3,3,5,3,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
2521,1,58,13157.91,10.58651971,15,0,1,False,True,False,True,False,False,True,True,True,False,True,True,11.71117991,162.493654,1385.152156,3,3,4,2,4,3,2,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
19151,3,56,35939.37,12.48417719,12,1,0,False,False,False,True,False,False,False,True,True,False,True,True,1.502124145,139.99789,522.7806578,3,4,3,1,4,3,3,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
7360,0,76,22875.95,7.134899,6,0,0,False,False,True,False,False,True,True,False,True,True,True,False,66.21743,245.132,6013.898703,3,3,4,3,4,3,3,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
25339,1,77,1143.18,7.338118,14,0,0,False,False,True,True,False,True,True,False,True,False,True,False,3.318059,152.4884,625.201163,3,3,3,4,4,4,4,3,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
13932,3,67,43915.77,9.413829,5,1,1,False,False,False,True,False,True,False,False,False,True,True,False,61.96091,210.127,5688.676981,4,4,4,4,2,3,4,5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
11866,0,32,43796.4,7.758156,16,2,0,False,True,False,True,True,True,True,False,False,True,True,True,62.78784,265.1283,5897.719086,5,4,5,5,3,3,5,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
16487,2,78,61852.29,12.74847,13,2,0,False,True,False,True,True,False,False,False,False,True,False,True,54.28465,169.9447,4681.080835,3,3,3,3,5,3,5,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
6349,3,63,6574.36,9.173811061,11,1,0,True,False,False,True,False,False,False,True,False,True,False,False,11.50651216,149.962093,1316.145864,3,3,4,5,4,3,4,4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
26238,4,44,33035.98,5.881182,11,2,0,False,False,False,True,False,True,True,False,False,False,False,False,10.41798,117.4686,1574.707587,5,4,4,5,4,5,4,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
666,0,50,42093.64,11.44655577,11,1,0,False,True,False,False,False,False,False,True,True,False,True,True,4.355064781,139.99789,683.8622599,4,3,5,3,2,2,4,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
25537,1,70,36461.2,13.03421755,11,3,1,False,True,False,True,True,False,False,False,False,True,False,False,8.245809832,149.944668,1317.69652,3,3,2,3,2,3,3,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
11885,4,18,18377.18,13.42037,7,0,0,False,False,True,True,False,False,False,True,True,False,False,False,1.84687,137.4872,464.4350832,3,3,3,4,4,3,3,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
599,0,58,58834.68,8.796769,4,0,1,False,False,False,True,False,True,False,False,False,True,False,True,48.29494,107.4806,4197.55311,3,3,3,3,3,5,4,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
166,1,34,47077.88,10.28962,12,1,1,False,True,False,True,True,True,True,False,True,True,True,True,61.54459,257.6375,6284.948965,2,2,2,4,2,3,3,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39,4,52,77291.95,11.9086306,13,0,0,True,True,False,True,False,False,False,False,True,False,True,False,1.28507969,139.951231,794.9581116,2,4,3,4,3,5,3,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
21734,4,65,31243.64,7.397173,9,2,2,True,True,False,True,True,True,False,False,False,False,True,True,17.78769,149.989,1833.860705,4,5,5,6,2,5,5,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
313,3,73,32746.0,11.90094641,8,0,0,False,True,True,True,False,False,False,True,True,False,True,True,5.295927221,152.47417,1109.108163,4,3,4,2,5,4,3,2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
270,1,40,23263.37,6.610095,10,2,0,False,False,False,True,False,False,False,True,False,True,False,True,5.018901,149.9621,798.4043093,4,5,4,2,4,4,4,3,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
3730,3,28,33095.5,17.97393,10,3,0,True,True,False,True,True,True,True,True,False,False,True,True,63.6037,217.484,5857.586671,6,5,6,4,3,4,4,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
262,1,52,11257.58,13.42202,14,0,0,False,True,False,True,True,False,False,False,True,False,False,True,8.640886,157.4698,804.0993561,3,4,4,4,3,4,4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3050,4,57,57497.76,9.154572,14,0,0,False,True,False,True,False,False,False,True,False,True,True,True,36.98095,220.1323,3668.332806,2,2,3,2,4,1,2,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
15816,3,80,47565.61,11.69011,12,1,1,False,True,False,True,True,False,False,True,False,True,False,True,70.19733,162.4676,6554.853473,2,4,3,5,2,4,4,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7584,4,41,22112.6,12.90165,11,0,1,False,False,False,True,False,False,True,True,False,True,False,True,62.15286,172.4579,5615.849093,4,3,4,3,4,3,4,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
