,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2267,15142,3,74,20698.04,False,9.71297,19,1,1,False,True,False,True,True,True,True,True,False,True,True,True,25.32558,277.6513,2914.993204,3,4,3,4,3,2,3,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
2268,21681,3,22,3109.66,True,18.31879,6,4,0,False,False,True,True,True,True,True,False,False,True,True,True,16.30451,245.1283,2674.664142,3,3,3,3,3,4,2,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2269,0,4,26,16592.25,False,7.090931,15,2,0,False,False,False,True,False,True,False,True,False,False,True,False,7.80313,142.4827,1652.589596,4,2,3,4,4,4,3,5,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2270,33,1,86,43824.26,True,9.086285,7,0,0,False,True,False,True,False,True,True,False,True,True,True,False,7.944389,212.6557,1237.129631,3,4,5,3,2,4,4,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2271,4465,0,18,81110.33,True,11.55219,14,1,0,False,True,False,False,False,False,False,True,False,False,True,True,2.977062,139.965,1002.753144,4,5,4,4,3,4,5,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2272,39273,2,79,14493.59,True,13.49337,14,0,0,True,False,False,True,False,False,True,True,True,True,True,True,6.403857,235.1372,1588.073926,4,5,4,4,4,4,4,5,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
2273,2759,8,81,50836.65,True,8.740627,17,2,3,False,False,False,True,True,False,False,False,False,True,True,False,15.88923,240.1149,2018.432674,6,5,6,4,4,7,6,4,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
2274,72332,0,78,79369.7,False,9.462517,14,3,0,True,True,False,True,False,False,True,True,False,True,False,True,10.91296,152.4579,1586.408716,3,4,4,4,3,5,3,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
2275,573,1,18,2995.33,True,9.331181,3,1,1,False,False,True,True,True,True,True,True,True,True,True,False,16.16886,270.1604,2657.509636,4,4,5,4,3,4,4,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2276,725,1,57,6707.83,False,10.60544,13,0,1,False,False,True,True,False,False,False,False,True,False,True,True,6.542299,127.475,785.7678294,1,1,3,6,1,4,3,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
2277,901,1,51,12076.88,False,5.306158,16,0,0,False,True,False,True,False,False,False,False,False,False,False,True,17.66747,92.45514,1966.502807,3,2,2,5,4,3,3,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2278,434,3,35,81564.77,False,12.9755,12,3,0,False,False,False,True,False,False,False,True,False,False,True,False,5.63873,159.965,843.9673513,5,4,5,4,4,2,4,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2279,1496,2,25,28965.25,False,9.708487,9,0,0,True,False,False,True,True,False,True,False,False,False,False,True,9.307673,167.4564,1067.709253,6,4,5,3,3,3,4,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2280,47227,0,57,44819.67,False,14.67669,11,1,1,False,False,False,True,True,True,True,True,True,True,False,True,4.582941,219.9902,921.6285886,4,4,4,6,2,3,4,4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
2281,996,0,82,29906.71,True,6.924593,8,0,0,False,False,False,True,True,True,False,False,False,True,True,False,7.755991,242.6326,1177.660151,3,2,4,3,4,5,3,2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2282,40860,2,29,14406.17,False,9.660222,10,1,1,False,True,False,True,True,False,False,False,True,False,False,True,9.557096,157.4698,1067.650921,5,4,5,4,3,4,4,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
2283,124,0,58,46986.55,False,5.711911,13,1,1,True,True,False,False,False,True,True,False,True,False,False,True,5.219974,149.9778,570.5832494,6,4,5,3,4,3,2,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False
2284,8854,0,60,20029.65,False,10.38533,12,1,0,False,True,True,True,True,True,False,False,False,True,False,False,18.13802,172.4624,1791.953298,4,3,3,7,2,4,4,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2285,630,10,85,64074.31,True,10.43098,13,0,0,False,True,False,True,False,False,True,True,True,True,True,False,3.935134,255.1372,1151.849425,4,4,4,4,3,5,4,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2286,566,2,74,26838.78,True,10.74227,7,0,0,False,False,True,True,True,False,True,True,True,False,True,True,9.049865,194.9992,1217.367061,3,3,4,4,5,3,3,4,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
2287,5929,4,21,66758.56,True,8.941573,12,1,0,False,True,False,True,False,False,True,True,True,True,False,True,5.596602,164.967,1465.141784,5,4,4,2,5,4,3,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2288,4642,0,67,91903.25,False,9.877819,11,2,0,False,False,False,True,False,False,False,True,False,False,False,False,3.908371,104.9781,841.0151958,2,3,4,4,2,4,3,3,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2289,3011,0,43,41398.21,False,12.62231,16,1,0,False,True,False,True,False,False,True,True,False,True,False,False,1.739449,152.4579,949.5030179,5,6,6,2,4,5,5,3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2290,10,1,46,53245.7,True,12.51589,10,0,1,False,True,False,False,True,True,True,False,False,True,False,True,6.002744,194.9581,968.2908707,5,4,5,3,4,3,3,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2291,1012,1,26,7011.67,False,5.255272,11,1,0,False,True,False,True,False,True,True,False,False,True,False,False,24.42176,162.4526,2471.127552,4,2,4,4,3,4,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2292,184,0,47,19387.14,False,11.56658,14,1,0,False,True,False,True,True,True,False,True,False,False,False,False,3.197618,160.0013,499.7241703,5,4,3,3,3,5,4,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2293,360,5,86,18450.35,False,9.35093,11,0,0,False,False,False,True,False,False,True,True,False,False,False,False,3.180149,114.9976,553.4713761,4,5,4,1,4,3,3,3,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
2294,49350,3,26,113438.3,True,5.050186,12,2,0,True,True,True,True,True,False,True,True,False,False,False,False,6.981941,159.9794,1403.290023,4,4,4,3,4,3,4,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2295,314,0,32,34247.55,True,17.74402,11,0,0,True,False,False,True,False,False,True,False,False,True,True,True,14.7857,210.1051,2230.867361,3,4,2,2,5,3,4,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2296,55222,0,81,34411.96,False,13.68251,12,1,0,False,False,False,True,True,True,True,False,False,True,False,True,9.361841,174.9581,1511.485403,4,4,4,2,3,4,3,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2297,44740,2,48,28861.44,True,11.95606,11,1,0,False,False,True,True,False,True,True,False,True,True,True,True,8.079294,245.132,1403.556394,4,4,4,4,3,4,5,5,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
2298,4175,2,43,31221.21,True,6.139202,11,1,0,False,True,False,True,True,False,False,True,True,True,True,True,9.487121,265.147,1523.207235,4,4,5,5,3,5,4,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
2299,2656,2,83,63900.46,False,11.6577,9,0,0,False,False,False,True,False,False,False,True,False,False,False,True,7.409149,92.5018,641.192229,5,5,5,5,4,4,4,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2300,562,1,85,7514.44,False,10.25643,14,1,0,False,False,False,True,False,True,True,False,False,False,True,True,5.111421,172.4555,655.4787829,3,4,4,2,5,3,4,3,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2301,2710,3,38,22570.85,True,11.96338,8,0,0,False,True,False,False,True,False,False,True,True,True,True,False,4.770815,245.147,1550.381641,2,2,2,3,4,2,1,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2302,9400,0,67,1980.3,True,9.299708,13,0,0,False,False,False,True,True,False,True,False,False,False,True,False,2.65459,202.4433,479.1497047,5,4,4,5,2,5,4,6,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2303,570,1,55,50428.1,True,9.962708,13,0,1,False,False,False,True,False,True,True,True,False,True,True,True,13.71891,225.1457,2259.182707,4,4,4,2,4,3,4,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2304,13587,2,53,34994.57,True,7.96371,10,1,1,True,False,True,True,True,False,False,True,True,True,False,True,12.69435,194.9768,1444.696816,4,5,5,4,3,4,4,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2305,5157,3,52,63289.55,False,5.566561,15,1,0,False,True,False,True,False,False,False,False,False,True,False,True,6.324505,104.9629,842.4625146,3,3,3,3,4,3,1,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
2306,47791,3,63,55474.66,False,7.473832,10,0,1,False,False,True,False,False,False,False,True,True,False,False,True,14.80965,117.4872,1844.034359,3,3,3,4,3,3,4,3,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2307,21952,3,29,20821.39,True,11.2307,11,2,1,False,False,True,True,False,True,False,False,False,True,False,False,13.8206,119.9568,2020.782911,3,2,3,3,4,3,2,5,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2308,40820,0,81,2991.27,True,9.700795,13,0,0,True,True,False,True,True,False,False,True,True,True,True,True,2.130946,245.147,1147.794876,4,3,4,4,3,5,4,5,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2309,2000,1,82,22935.07,False,13.04796,18,0,0,True,False,True,True,True,False,False,False,False,False,True,True,5.885148,179.9476,635.2980162,4,4,3,2,4,5,4,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2310,72592,0,83,46635.98,True,11.12455,10,2,2,False,True,False,True,True,False,True,True,False,True,True,True,12.77209,242.6573,1642.269113,2,2,3,3,4,2,3,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2311,405,1,68,54639.21,True,7.711119,9,0,1,True,True,False,True,True,False,True,True,True,False,False,True,3.112447,160.0122,560.0748491,2,3,4,2,5,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2312,7531,3,53,11926.59,True,8.06957,14,2,0,False,True,False,True,True,True,True,False,True,True,True,True,6.816014,257.6375,1799.882577,3,3,4,4,5,3,3,4,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2313,16644,3,49,46256.13,True,4.131287,16,1,1,False,True,True,True,False,True,False,True,True,False,True,True,7.367806,154.9919,1515.049953,3,3,3,3,3,3,3,4,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
2314,20501,0,33,56003.0,True,9.257301,11,0,0,False,False,False,False,True,True,True,True,False,True,False,False,21.08084,207.4811,2300.741445,5,4,5,2,6,4,3,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2315,1274,1,49,6754.78,False,9.73327,16,0,0,False,True,False,True,False,False,True,False,False,False,False,True,13.15232,134.9509,1201.308416,3,3,2,4,5,2,2,4,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
2316,34119,6,43,38691.98,True,8.719019,10,1,0,False,False,True,True,True,False,False,False,False,False,False,True,1.270546,124.9607,792.7917972,5,3,4,5,3,3,4,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2317,6543,4,69,14924.39,True,5.353483,12,1,0,False,True,True,True,False,True,True,True,True,True,False,True,16.56118,167.4847,2281.384323,4,5,4,3,4,3,3,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2318,22795,2,19,18088.03,True,8.008225,15,2,0,True,True,True,True,False,False,False,True,False,True,True,True,12.21802,187.656,1749.384846,3,2,2,5,2,3,4,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
2319,10189,2,87,20648.53,False,5.099569,16,0,0,False,True,False,True,False,True,True,False,False,False,True,True,6.137692,139.9792,767.624909,4,3,5,4,4,4,3,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
2320,5950,3,22,34628.88,False,10.37097,10,2,1,False,False,False,True,False,False,False,True,False,False,True,True,12.82428,159.965,1557.64411,4,3,5,5,2,5,3,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2321,1346,1,70,54250.18,False,7.828963,10,1,1,False,False,False,True,True,False,True,True,False,True,False,True,7.458099,172.4871,1065.848768,4,5,4,3,3,4,4,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
2322,420,4,80,111971.9,True,9.527541,12,0,1,False,True,False,True,False,False,False,False,True,True,False,False,1.397042,149.9483,295.9085258,4,3,2,4,4,4,3,4,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2323,1090,3,60,34515.01,True,7.908108,8,1,0,False,False,False,True,True,True,True,False,True,True,True,True,14.98386,257.6375,2446.187988,4,4,5,4,3,5,5,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2324,38932,0,58,9352.62,False,13.19755,13,3,1,False,False,True,True,False,False,False,False,True,False,False,True,19.75809,104.9643,2006.106282,3,3,2,4,3,2,2,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2325,16080,1,32,27727.0,False,10.17344,9,0,1,False,False,True,True,False,True,False,True,True,True,False,True,12.27217,132.5127,1498.47689,3,3,4,4,3,2,4,4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
2326,392,1,40,26064.31,True,7.160613,12,2,0,False,False,True,True,True,False,True,False,True,True,True,True,9.23286,255.1198,1903.763394,4,5,6,3,3,4,2,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2327,3479,0,47,49233.98,True,9.267577,13,0,1,False,False,False,True,True,False,False,False,False,True,True,True,2.497434,207.6386,739.280489,2,2,4,4,2,5,4,2,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2328,254,2,73,12610.41,True,11.3134,21,0,0,False,True,True,True,False,False,True,False,False,True,True,False,15.91251,197.6288,1883.901145,3,3,4,2,4,4,1,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
2329,1526,4,40,37475.72,True,7.09874,11,1,0,False,False,False,True,False,True,True,True,False,False,False,False,4.527648,129.9915,1190.326671,3,3,3,3,3,4,3,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2330,7064,0,74,23302.39,False,10.02228,8,2,0,False,True,True,False,False,False,True,True,False,False,False,False,3.99954,127.4738,837.2390946,6,4,5,4,3,5,4,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2331,17248,0,46,23511.45,False,13.6576,17,1,0,True,True,False,True,True,True,True,False,False,False,True,True,8.133191,204.961,1158.223413,3,4,4,3,4,4,4,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
2332,12389,1,60,59560.13,True,7.614454,13,2,0,False,True,False,True,True,False,False,True,True,True,True,False,8.970035,245.147,1760.757293,5,4,5,4,3,5,6,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2333,1070,1,56,25996.36,False,10.12576,11,2,1,False,False,False,True,True,False,False,True,True,False,False,True,1.589535,149.9928,711.8524934,5,4,4,4,3,4,5,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2334,7786,1,55,13814.44,False,11.57698,13,1,0,False,False,False,True,False,True,False,True,True,False,True,True,7.88215,154.9919,1475.953048,4,4,5,5,4,4,3,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
2335,450,0,25,39681.63,True,4.06907,16,0,3,False,False,True,True,True,False,False,True,True,True,False,False,4.244854,194.9768,829.6494763,3,4,2,3,3,1,3,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
2336,2950,0,82,47185.23,True,14.56169,12,1,0,False,False,False,True,True,True,True,True,False,False,True,True,18.65137,217.484,1904.888901,4,3,5,3,3,3,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2337,404,0,51,13564.03,False,16.22817,10,0,0,False,False,False,True,False,True,False,True,True,False,False,True,3.399281,107.5286,517.7918192,4,4,3,4,2,4,3,5,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2338,9489,0,30,15693.82,False,10.0764,16,0,0,False,False,False,True,False,True,True,True,False,False,False,False,9.594746,117.5152,1183.953112,3,3,2,5,3,2,4,3,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
2339,189,1,83,137119.7,False,10.2213,9,0,1,False,True,False,True,False,False,False,True,True,True,False,False,3.199682,162.4713,465.629346,4,4,3,4,4,3,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2340,59,2,63,37749.42,True,13.5599,10,2,0,False,True,True,True,False,False,True,False,False,True,False,True,13.24052,159.9349,1389.232023,4,4,2,3,5,3,5,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2341,671,0,71,24002.4,True,11.98918,17,0,1,True,True,False,True,True,False,False,False,True,True,False,False,9.584536,149.9776,984.1544122,3,2,3,3,4,3,3,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2342,51706,2,38,17758.1,True,9.409715,8,1,0,False,False,False,True,False,False,False,True,False,True,True,False,1.135161,220.1323,731.9309009,4,5,5,3,3,5,3,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2343,12,6,32,31534.3,True,16.88379,11,1,0,False,True,True,True,True,True,False,True,False,True,True,True,1.835282,222.6792,1040.201495,4,4,3,2,3,4,5,4,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2344,1425,0,32,5365.64,False,14.06327,16,0,0,True,False,False,True,False,False,True,True,False,True,False,True,14.76538,172.4579,1686.444218,1,2,2,4,3,2,2,2,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2345,2479,2,40,10986.24,False,9.270527,7,0,0,False,False,False,True,True,True,True,True,True,False,False,True,14.95975,195.0062,1646.32071,5,4,3,3,3,5,5,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2346,3499,2,45,4280.65,False,12.80286,11,0,1,False,False,False,True,False,True,True,False,False,True,False,True,8.487326,162.4526,1181.038508,4,4,4,3,5,3,4,5,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
2347,2423,0,51,10684.8,False,11.17461,17,0,1,False,True,False,True,False,True,True,False,False,False,True,True,16.25256,152.4555,2148.657258,3,3,2,3,4,3,3,3,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
2348,1756,1,30,40410.46,True,8.4836,11,0,0,True,False,True,True,False,False,True,False,False,True,False,False,17.4028,139.9349,2221.185633,4,3,4,3,4,2,4,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2349,40,5,42,47987.84,True,13.99538,14,0,0,False,True,True,True,False,False,True,False,True,False,True,True,5.850283,182.447,995.3738841,2,3,3,4,4,3,4,3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
2350,4160,4,75,59885.19,False,4.528985,14,1,0,False,False,False,True,True,False,False,True,True,False,True,False,20.43277,184.9797,2441.738277,3,3,2,4,4,4,4,1,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
2351,853,4,82,60271.58,True,5.147124,15,2,0,False,False,False,True,True,False,True,True,True,True,False,False,2.763224,197.4725,1151.98874,4,4,3,2,4,4,2,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2352,1338,10,64,143972.7,True,12.80754,13,1,0,False,False,True,True,True,False,False,True,True,True,True,True,15.73243,265.147,2212.360308,2,3,3,4,4,3,4,2,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2353,57,1,66,81586.06,True,9.204904,9,2,0,False,False,False,True,True,False,False,False,False,False,True,True,1.482474,159.9476,822.7908952,5,4,3,2,4,3,3,5,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2354,3757,0,55,34844.99,False,11.63888,8,2,0,True,True,False,False,True,False,False,False,True,False,False,False,3.437502,157.4698,419.4107069,2,2,2,3,5,4,3,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2355,4518,2,86,143217.5,False,11.24506,13,2,0,False,False,True,True,False,False,False,True,False,False,True,False,17.20502,139.965,2089.469335,4,4,4,2,4,3,2,4,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False
2356,1090,4,49,64697.57,False,9.326198,15,1,0,False,False,False,True,True,False,False,False,True,False,False,True,8.327722,124.9935,880.6292606,5,7,4,3,4,5,3,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2357,24694,7,68,15053.56,False,15.65819,14,1,1,True,False,False,True,True,False,False,False,False,False,False,True,2.225465,144.9607,488.6462667,5,5,5,6,1,6,5,5,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False
2358,22734,1,23,116086.2,False,11.98003,16,1,0,True,False,True,True,False,False,True,False,True,True,False,False,2.477945,172.4441,612.0541917,3,3,3,3,3,4,3,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2359,17242,2,50,49782.7,False,3.978796,12,0,1,False,True,False,True,True,False,True,True,False,False,False,True,9.25848,147.5031,1149.144476,2,3,3,2,6,2,2,4,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True
2360,239,3,53,134691.3,False,10.80628,11,0,0,False,True,False,False,False,False,True,False,False,False,True,False,20.14176,169.9378,1982.143037,3,3,4,4,5,4,4,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2361,146,2,85,15715.88,True,10.22095,14,0,1,False,False,True,True,False,False,False,False,True,True,True,True,11.14615,220.1185,1317.291468,4,4,4,2,4,3,2,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2362,3410,3,68,34688.33,False,7.732668,13,0,0,False,True,True,False,False,True,False,False,True,False,False,False,1.5183,127.482,315.1395676,5,4,5,4,3,4,5,4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
2363,12404,3,80,29367.86,True,10.45028,17,1,0,False,True,False,True,False,True,True,False,True,False,True,True,14.80365,164.9647,2031.533699,5,4,5,4,4,3,5,5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2364,3374,1,27,23438.89,True,11.913,11,2,0,False,False,False,True,True,False,False,False,False,False,True,False,2.734057,147.4713,639.7154381,3,3,4,4,4,3,3,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2365,41053,0,62,24908.78,True,12.46778,17,3,0,False,False,False,True,False,False,True,True,False,True,True,False,10.17576,210.1518,1473.485303,4,4,5,3,4,4,4,2,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
2366,11294,0,29,38009.71,True,6.933869,15,2,1,False,False,False,True,False,False,True,True,True,False,True,True,1.582585,174.9699,950.7410569,5,6,4,4,3,6,5,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2367,3929,4,40,27403.44,True,11.58268,18,2,0,False,True,False,False,False,True,False,True,True,True,True,True,9.38329,235.1591,1542.3033,4,5,3,5,6,3,5,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2368,2370,0,67,11720.58,False,10.40504,8,0,1,False,True,True,True,False,True,False,True,False,True,True,True,10.85537,222.65,1446.937317,4,4,5,4,3,3,5,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2369,1181,2,66,49271.35,True,10.51146,13,2,1,False,False,False,True,True,False,False,False,False,True,True,False,7.400769,220.1149,1553.818731,4,3,3,2,5,2,3,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2370,946,3,36,64284.53,True,6.063243,7,0,0,False,False,True,True,True,False,False,False,True,False,False,True,6.84336,137.4698,1184.335827,3,4,4,2,5,2,2,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2371,271,3,24,46676.42,True,15.92158,12,0,0,True,True,False,False,False,False,True,False,True,True,True,True,3.290431,242.6143,1045.435988,4,3,3,5,3,3,5,4,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
2372,23373,3,89,9532.02,False,11.31675,12,0,1,False,False,False,True,True,False,True,True,True,False,False,True,14.59541,192.4885,1493.681751,4,4,4,3,4,4,3,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2373,1685,4,89,14428.38,True,11.07048,15,2,0,False,True,False,True,True,False,False,True,False,False,True,False,8.882682,172.4705,1531.239282,3,3,5,3,2,3,3,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
2374,336,0,32,90075.68,True,10.68049,13,1,3,True,True,False,True,False,False,False,True,True,True,False,False,23.16242,142.4713,2698.307074,2,3,2,4,5,4,2,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
